Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,mse,rmse,pearson_coeff,spearman_coeff,sc_raw_samples,sc_parsed_samples
"text1: the tech-heavy nasdaq stock markets composite index added 14.17 points or 0.94 per cent to 1,517.05 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .",2.2,5.0,"around 18 points .

Score:
assistant
<think>

</think>

3.5",725,120,845,0.22279358743617195,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5"", ""around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5"", ""around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5"", ""around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5"", ""around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: paul themba nyathi , an mdc spokesman , said the avenues clinic was being targeted because it was treating opposition supporters . text2: mdc spokesperson paul themba nyathi said the avenues clinic was targeted because it was handling opposition supporters .",4.6,5.0,"ba nyathi said the avenues clinic was targeted because it was handling opposition supporters .

Score:
assistant
<think>

</think>

5.0",675,170,845,0.22279358743617195,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""ba nyathi said the avenues clinic was targeted because it was handling opposition supporters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""ba nyathi said the avenues clinic was targeted because it was handling opposition supporters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""ba nyathi said the avenues clinic was targeted because it was handling opposition supporters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""ba nyathi said the avenues clinic was targeted because it was handling opposition supporters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""ba nyathi said the avenues clinic was targeted because it was handling opposition supporters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed . text2: japan added to growing international pressure on burma yesterday , threatening to halt its hefty economic aid unless the military government released pro-democracy leader aung san suu kyi .",3.0,4.76,"<think>

</think>

4.8",790,55,845,0.22279358743617195,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""<think>\n\n</think>\n\n4.8"", ""<think>\n\n</think>\n\n4.5"", ""<think>\n\n</think>\n\n4.5"", ""<think>\n\n</think>\n\n5.0"", ""<think>\n\n</think>\n\n5.0""]","[4.8, 4.5, 4.5, 5.0, 5.0]"
"text1: he claims it may seem unrealistic only because little effort has been devoted to the concept . text2: "" this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .",3.5,4.3,"compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .

Score:
assistant
<think>

</think>

4.5",655,190,845,0.22279358743617195,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.0"", ""compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.0"", ""compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5""]","[4.5, 4.5, 4.0, 4.0, 4.5]"
"text1: but the fbi never kept tabs on al-bayoumi - even though it had received information that he was a saudi agent , the document says . text2: but the bureau never kept tabs on al-bayoumi — despite receiving prior information he was a secret saudi agent , the report says .",4.75,5.0,".

Score:
assistant
<think>

</think>

5.0",750,95,845,0.22279358743617195,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"["".\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", "".\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", "".\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", "".\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", "".\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: "" it 's going to happen , "" said jim santangelo , president of the teamsters joint council 42 in el monte . text2: "" that really affects the companies , big time , "" said jim santangelo , president of the teamsters joint council 42 in el monte .",1.5,0.33999999999999997,"in el monte .

Score:
assistant
<think>

</think>

0.2",735,110,845,0.22279358743617195,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""in el monte .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.5"", ""in el monte .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.5"", ""in el monte .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.5"", ""in el monte .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.0"", ""in el monte .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.2""]","[0.5, 0.5, 0.5, 0.0, 0.2]"
"text1: wal-mart , kohl 's corp. , family dollar stores inc . , and big lots inc. were among the merchants posting may sales that fell below wall street 's modest expectations . text2: wal- mart , kohl 's corp. , family dollar stores inc . , and big lots inc. posted may sales that fell below wall street 's modest expectations .",4.75,5.0,"Score:
assistant
<think>

</think>

5.0",815,85,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""Score:\nassistant\n<think>\n\n</think>\n\n5.0"", ""Score:\nassistant\n<think>\n\n</think>\n\n5.0"", ""Score:\nassistant\n<think>\n\n</think>\n\n5.0"", ""Score:\nassistant\n<think>\n\n</think>\n\n5.0"", ""Score:\nassistant\n<think>\n\n</think>\n\n5.0""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: he was released on $ 3-million bail and immediately returned to las vegas , where he had been filming a video . text2: after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .",3.75,3.0,": after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .

Score:
assistant
<think>

</think>

4.5",685,215,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"["": after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", "": after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", "": after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", "": after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", "": after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5""]","[3.0, 3.0, 3.0, 3.0, 3.0]"
"text1: gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .",3.5,2.0,"are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .

Score:
assistant
<think>

</think>

4.8",635,265,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.8"", ""are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: mr eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" . text2: "" the future of ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .",3.4,4.680000000000001,"ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .

Score:
assistant
<think>

</think>

4.8",695,205,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""ba is in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.8"", ""ba is in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""ba is in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.8"", ""ba is in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.8"", ""ba is in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5""]","[4.8, 4.5, 4.8, 4.8, 4.5]"
"text1: as of tuesday , almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .",1.5,2.0,"health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .

Score:
assistant
<think>

</think>

3.5",645,255,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5"", ""health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.0"", ""health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.0"", ""health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nassistant\n<think>\n\n</think>\n\n3.5"", ""health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.0""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: "" both of these kids are in wonderful physical condition right now , "" he said during a press briefing at the hospital . text2: "" both of these kids are in wonderful physical condition right now , "" said goodrich , also director of pediatric neurosurgery at the children 's hospital at montefiore .",3.4,5.0,"surgery at the children 's hospital at montefiore .

Score:
assistant
<think>

</think>

5.0",745,155,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""surgery at the children 's hospital at montefiore .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""surgery at the children 's hospital at montefiore .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""surgery at the children 's hospital at montefiore .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""surgery at the children 's hospital at montefiore .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0"", ""surgery at the children 's hospital at montefiore .\n\nScore:\nassistant\n<think>\n\n</think>\n\n5.0""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: brian brabazon said his son would get upset but then turn around and befriend his taunters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .",3.2,2.0,"unters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .

Score:
assistant
<think>

</think>

4.5",670,230,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""unters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""unters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.0"", ""unters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.2"", ""unters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.2"", ""unters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: the tech-heavy nasdaq stock markets composite index added 1.16 points to 1,504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .",2.2,4.0,"04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .

Score:
assistant
<think>

</think>

1.5",680,220,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n1.5"", ""04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n1.0"", ""04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n2.0"", ""04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n1.0"", ""04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nassistant\n<think>\n\n</think>\n\n1.5""]","[4.0, 4.0, 4.0, 4.0, 4.0]"
"text1: the technology-laced nasdaq composite index dipped 0.08 of a point to 1,646 . text2: the technology-laced nasdaq composite index < .ixic > added 1.92 points , or 0.12 percent , at 1,647.94 .",2.4,5.0,",647.94 .

Score:
assistant
<think>

</think>

0.2",770,130,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"["",647.94 .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.2"", "",647.94 .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.0"", "",647.94 .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.0"", "",647.94 .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.0"", "",647.94 .\n\nScore:\nassistant\n<think>\n\n</think>\n\n0.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
text1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .,3.0,1.0,"final numeric score.

Text pair:
text1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .

Score:
assistant
<think>

</think>

4.5",590,310,900,0.21585289581344114,2.6265470510666646,1.6206625346032606,0.26202515403250937,0.2463822181342753,"[""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\nassistant\n<think>\n\n</think>\n\n4.5""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
