Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,accuracy,macro_f1,sc_raw_samples,sc_parsed_samples
arnold 's jump from little screen to big will leave frowns on more than a few faces .,negative,negative,"than a few faces .

Label:
assistant
<think>

</think>

negative",515,110,625,0.15685337437753333,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""than a few faces .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""than a few faces .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""than a few faces .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""than a few faces .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""than a few faces .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
"a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .",neutral,negative,"have avoided .

Label:
assistant
<think>

</think>

negative",525,100,625,0.15685337437753333,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""have avoided .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""have avoided .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""have avoided .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""have avoided .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""have avoided .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
"if this holiday movie is supposed to be a gift , somebody unwrapped it early , took out all the good stuff , and left behind the crap -lrb- literally -rrb- .",very negative,negative,negative,600,25,625,0.15685337437753333,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""negative"", ""negative"", ""very negative"", ""very negative"", ""negative""]","[""1"", ""1"", ""0"", ""0"", ""1""]"
"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot .",positive,neutral,"assistant
<think>

</think>

neutral",560,65,625,0.15685337437753333,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\npositive"", ""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\nneutral""]","[""2"", ""3"", ""2"", ""2"", ""2""]"
"even as lame horror flicks go , this is lame .",negative,negative,"text:
even as lame horror flicks go , this is lame .

Label:
assistant
<think>

</think>

negative",465,160,625,0.15685337437753333,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""text:\neven as lame horror flicks go , this is lame .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""text:\neven as lame horror flicks go , this is lame .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""text:\neven as lame horror flicks go , this is lame .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nvery negative"", ""text:\neven as lame horror flicks go , this is lame .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""text:\neven as lame horror flicks go , this is lame .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""0"", ""1"", ""1""]"
"oft-described as the antidote to american pie-type sex comedies , it actually has a bundle in common with them , as the film diffuses every opportunity for a breakthrough",negative,negative,"<think>

</think>

negative",575,50,625,0.15685337437753333,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""<think>\n\n</think>\n\nnegative"", ""<think>\n\n</think>\n\nnegative"", ""<think>\n\n</think>\n\nnegative"", ""<think>\n\n</think>\n\nnegative"", ""<think>\n\n</think>\n\nneutral""]","[""1"", ""1"", ""1"", ""1"", ""2""]"
"though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes .",very positive,positive,"Label:
assistant
<think>

</think>

positive",565,85,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""Label:\nassistant\n<think>\n\n</think>\n\npositive"", ""Label:\nassistant\n<think>\n\n</think>\n\npositive"", ""Label:\nassistant\n<think>\n\n</think>\n\npositive"", ""Label:\nassistant\n<think>\n\n</think>\n\npositive"", ""Label:\nassistant\n<think>\n\n</think>\n\npositive""]","[""3"", ""3"", ""3"", ""3"", ""3""]"
"when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that 's a bad sign .",very negative,negative,"</think>

negative",615,35,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""</think>\n\nnegative"", ""</think>\n\nnegative"", ""</think>\n\nvery negative"", ""</think>\n\nnegative"", ""</think>\n\nnegative""]","[""1"", ""1"", ""0"", ""1"", ""1""]"
"william shatner , as a pompous professor , is the sole bright spot ...",neutral,negative,"ner , as a pompous professor , is the sole bright spot ...

Label:
assistant
<think>

</think>

negative",495,155,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""ner , as a pompous professor , is the sole bright spot ...\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""ner , as a pompous professor , is the sole bright spot ...\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""ner , as a pompous professor , is the sole bright spot ...\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""ner , as a pompous professor , is the sole bright spot ...\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""ner , as a pompous professor , is the sole bright spot ...\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""2"", ""1""]"
"the passions aroused by the discord between old and new cultures are set against the strange , stark beauty of the mideast desert , so lovingly and perceptively filmed that you can almost taste the desiccated air .",very positive,positive,positive,620,30,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""positive"", ""positive"", ""positive"", ""positive"", ""positive""]","[""3"", ""3"", ""3"", ""3"", ""3""]"
"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",positive,positive,"assistant
<think>

</think>

positive",580,70,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""assistant\n<think>\n\n</think>\n\npositive"", ""assistant\n<think>\n\n</think>\n\npositive"", ""assistant\n<think>\n\n</think>\n\npositive"", ""assistant\n<think>\n\n</think>\n\npositive"", ""assistant\n<think>\n\n</think>\n\npositive""]","[""3"", ""3"", ""3"", ""3"", ""3""]"
any one episode of the sopranos would send this ill-conceived folly to sleep with the fishes .,very negative,negative,"this ill-conceived folly to sleep with the fishes .

Label:
assistant
<think>

</think>

negative",510,140,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""this ill-conceived folly to sleep with the fishes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""this ill-conceived folly to sleep with the fishes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""this ill-conceived folly to sleep with the fishes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""this ill-conceived folly to sleep with the fishes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nvery negative"", ""this ill-conceived folly to sleep with the fishes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""0"", ""1""]"
"as conceived by mr. schaeffer , christopher and grace are little more than collections of quirky traits lifted from a screenwriter 's outline and thrown at actors charged with the impossible task of making them jell .",negative,negative,negative,625,25,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""negative"", ""negative"", ""negative"", ""negative"", ""negative""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida .,negative,neutral,"assistant
<think>

</think>

neutral",590,60,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\nneutral"", ""assistant\n<think>\n\n</think>\n\nneutral""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
most new movies have a bright sheen .,positive,neutral,"internally.
Output only one final label.

Input text:
most new movies have a bright sheen .

Label:
assistant
<think>

</think>

neutral",450,200,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""internally.\nOutput only one final label.\n\nInput text:\nmost new movies have a bright sheen .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""internally.\nOutput only one final label.\n\nInput text:\nmost new movies have a bright sheen .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""internally.\nOutput only one final label.\n\nInput text:\nmost new movies have a bright sheen .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""internally.\nOutput only one final label.\n\nInput text:\nmost new movies have a bright sheen .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""internally.\nOutput only one final label.\n\nInput text:\nmost new movies have a bright sheen .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral""]","[""2"", ""2"", ""2"", ""3"", ""2""]"
but what saves lives on the freeway does not necessarily make for persuasive viewing .,negative,neutral,":
but what saves lives on the freeway does not necessarily make for persuasive viewing .

Label:
assistant
<think>

</think>

neutral",480,170,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"["":\nbut what saves lives on the freeway does not necessarily make for persuasive viewing .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", "":\nbut what saves lives on the freeway does not necessarily make for persuasive viewing .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", "":\nbut what saves lives on the freeway does not necessarily make for persuasive viewing .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", "":\nbut what saves lives on the freeway does not necessarily make for persuasive viewing .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", "":\nbut what saves lives on the freeway does not necessarily make for persuasive viewing .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
steve irwin 's method is ernest hemmingway at accelerated speed and volume .,positive,neutral,"method is ernest hemmingway at accelerated speed and volume .

Label:
assistant
<think>

</think>

neutral",500,150,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""method is ernest hemmingway at accelerated speed and volume .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""method is ernest hemmingway at accelerated speed and volume .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""method is ernest hemmingway at accelerated speed and volume .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""method is ernest hemmingway at accelerated speed and volume .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""method is ernest hemmingway at accelerated speed and volume .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral""]","[""1"", ""2"", ""2"", ""2"", ""2""]"
d.j. qualls as indiana jones ?,neutral,neutral,"only one final label.

Input text:
d.j. qualls as indiana jones ?

Label:
assistant
<think>

</think>

neutral",460,190,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""only one final label.\n\nInput text:\nd.j. qualls as indiana jones ?\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""only one final label.\n\nInput text:\nd.j. qualls as indiana jones ?\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""only one final label.\n\nInput text:\nd.j. qualls as indiana jones ?\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""only one final label.\n\nInput text:\nd.j. qualls as indiana jones ?\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""only one final label.\n\nInput text:\nd.j. qualls as indiana jones ?\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
it ultimately stands forth as an important chronicle of the abuses of one of latin america 's most oppressive regimes .,neutral,negative,"of latin america 's most oppressive regimes .

Label:
assistant
<think>

</think>

negative",520,130,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""of latin america 's most oppressive regimes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""of latin america 's most oppressive regimes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""of latin america 's most oppressive regimes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""of latin america 's most oppressive regimes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""of latin america 's most oppressive regimes .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""2"", ""1"", ""1""]"
nicely serves as an examination of a society in transition .,positive,neutral,"final label.

Input text:
nicely serves as an examination of a society in transition .

Label:
assistant
<think>

</think>

neutral",465,185,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""final label.\n\nInput text:\nnicely serves as an examination of a society in transition .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""final label.\n\nInput text:\nnicely serves as an examination of a society in transition .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""final label.\n\nInput text:\nnicely serves as an examination of a society in transition .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""final label.\n\nInput text:\nnicely serves as an examination of a society in transition .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""final label.\n\nInput text:\nnicely serves as an examination of a society in transition .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral""]","[""2"", ""2"", ""2"", ""2"", ""2""]"
"the film would work much better as a video installation in a museum , where viewers would be free to leave .",very negative,negative,"museum , where viewers would be free to leave .

Label:
assistant
<think>

</think>

negative",515,135,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""museum , where viewers would be free to leave .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""museum , where viewers would be free to leave .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""museum , where viewers would be free to leave .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""museum , where viewers would be free to leave .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""museum , where viewers would be free to leave .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
culkin exudes none of the charm or charisma that might keep a more general audience even vaguely interested in his bratty character .,negative,negative,"in his bratty character .

Label:
assistant
<think>

</think>

negative",535,115,650,0.17355702731219935,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""in his bratty character .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""in his bratty character .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""in his bratty character .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""in his bratty character .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""in his bratty character .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""2"", ""1"", ""1"", ""1""]"
"sometimes , fond memories should stay in the past : a lesson this film teaches all too well .",neutral,negative,"memories should stay in the past : a lesson this film teaches all too well .

Label:
assistant
<think>

</think>

negative",500,165,665,0.17226257181027904,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""memories should stay in the past : a lesson this film teaches all too well .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""memories should stay in the past : a lesson this film teaches all too well .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""memories should stay in the past : a lesson this film teaches all too well .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""memories should stay in the past : a lesson this film teaches all too well .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""memories should stay in the past : a lesson this film teaches all too well .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
the whole thing plays out with the drowsy heaviness of synchronized swimmer wearing a wool wetsuit .,negative,negative,"iness of synchronized swimmer wearing a wool wetsuit .

Label:
assistant
<think>

</think>

negative",520,145,665,0.17226257181027904,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""iness of synchronized swimmer wearing a wool wetsuit .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""iness of synchronized swimmer wearing a wool wetsuit .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""iness of synchronized swimmer wearing a wool wetsuit .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""iness of synchronized swimmer wearing a wool wetsuit .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nnegative"", ""iness of synchronized swimmer wearing a wool wetsuit .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral""]","[""1"", ""1"", ""1"", ""1"", ""2""]"
"not a cozy or ingratiating work , but it 's challenging , sometimes clever , and always interesting , and those are reasons enough to see it .",positive,positive,"to see it .

Label:
assistant
<think>

</think>

positive",560,105,665,0.17226257181027904,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""to see it .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""to see it .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""to see it .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""to see it .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""to see it .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive""]","[""3"", ""3"", ""3"", ""3"", ""3""]"
"the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written ... in the thrall of a vicious hangover .",negative,negative,"assistant
<think>

</think>

negative",605,60,665,0.17226257181027904,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""assistant\n<think>\n\n</think>\n\nnegative"", ""assistant\n<think>\n\n</think>\n\nnegative"", ""assistant\n<think>\n\n</think>\n\nnegative"", ""assistant\n<think>\n\n</think>\n\nnegative"", ""assistant\n<think>\n\n</think>\n\nnegative""]","[""1"", ""1"", ""1"", ""1"", ""1""]"
"it 's a pleasure to see seinfeld griping about the biz with buddies chris rock , garry shandling and colin quinn .",very positive,positive,"in quinn .

Label:
assistant
<think>

</think>

positive",560,105,665,0.17226257181027904,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""in quinn .\n\nLabel:\nassistant\n<think>\n\n</think>\n\nneutral"", ""in quinn .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""in quinn .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""in quinn .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""in quinn .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive""]","[""2"", ""3"", ""3"", ""3"", ""3""]"
"finally , a genre movie that delivers -- in a couple of genres , no less .",positive,positive,"finally , a genre movie that delivers -- in a couple of genres , no less .

Label:
assistant
<think>

</think>

positive",490,175,665,0.17226257181027904,0.47239819004524886,0.47239819004524886,0.3975307201125261,"[""finally , a genre movie that delivers -- in a couple of genres , no less .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""finally , a genre movie that delivers -- in a couple of genres , no less .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""finally , a genre movie that delivers -- in a couple of genres , no less .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""finally , a genre movie that delivers -- in a couple of genres , no less .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive"", ""finally , a genre movie that delivers -- in a couple of genres , no less .\n\nLabel:\nassistant\n<think>\n\n</think>\n\npositive""]","[""3"", ""3"", ""3"", ""3"", ""3""]"
