Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,mse,rmse,pearson_coeff,spearman_coeff,sv_initial_raw,sv_verified_raw
"text1: paul themba nyathi , an mdc spokesman , said the avenues clinic was being targeted because it was treating opposition supporters . text2: mdc spokesperson paul themba nyathi said the avenues clinic was targeted because it was handling opposition supporters .",4.6,4.5,4.5,261,37,298,0.04982754131196998,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"dc spokesperson paul themba nyathi said the avenues clinic was targeted because it was handling opposition supporters .

Score:
Score: 4.5",4.5
"text1: kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed . text2: japan added to growing international pressure on burma yesterday , threatening to halt its hefty economic aid unless the military government released pro-democracy leader aung san suu kyi .",3.0,4.5,4.5,285,13,298,0.04982754131196998,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,Score: 4.5,4.5
"text1: he claims it may seem unrealistic only because little effort has been devoted to the concept . text2: "" this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .",3.5,4.5,4.5,257,41,298,0.04982754131196998,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .

Score:
Score: 4.5",4.5
"text1: but the fbi never kept tabs on al-bayoumi - even though it had received information that he was a saudi agent , the document says . text2: but the bureau never kept tabs on al-bayoumi — despite receiving prior information he was a secret saudi agent , the report says .",4.75,4.5,"Final score:
4.5",273,25,298,0.04982754131196998,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,", the report says .

Score:
4.5","Final score:
4.5"
"text1: "" it 's going to happen , "" said jim santangelo , president of the teamsters joint council 42 in el monte . text2: "" that really affects the companies , big time , "" said jim santangelo , president of the teamsters joint council 42 in el monte .",1.5,3.5,"Final score:
3.5",268,30,298,0.04982754131196998,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"teamsters joint council 42 in el monte .

Score:
3.5","Final score:
3.5"
"text1: wal-mart , kohl 's corp. , family dollar stores inc . , and big lots inc. were among the merchants posting may sales that fell below wall street 's modest expectations . text2: wal- mart , kohl 's corp. , family dollar stores inc . , and big lots inc. posted may sales that fell below wall street 's modest expectations .",4.75,4.5,"Final score:
4.5",292,17,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,4.5,"Final score:
4.5"
"text1: he was released on $ 3-million bail and immediately returned to las vegas , where he had been filming a video . text2: after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .",3.75,4.5,":
4.5",268,41,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .

Score:
Score: 4.5",":
4.5"
"text1: gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .",3.5,4.5,":
4.5",258,51,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .

Score:
Score: 4.5",":
4.5"
"text1: mr eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" . text2: "" the future of ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .",3.4,4.5,"Final score:
4.5",267,42,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .

Score:
4.5","Final score:
4.5"
"text1: as of tuesday , almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .",1.5,4.0,":
4.0",256,53,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .

Score:
Score: 3.5",":
4.0"
"text1: "" both of these kids are in wonderful physical condition right now , "" he said during a press briefing at the hospital . text2: "" both of these kids are in wonderful physical condition right now , "" said goodrich , also director of pediatric neurosurgery at the children 's hospital at montefiore .",3.4,4.5,"Final score:
4.5",277,32,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"at the children 's hospital at montefiore .

Score:
4.5","Final score:
4.5"
"text1: brian brabazon said his son would get upset but then turn around and befriend his taunters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .",3.2,4.5,":
4.5",265,44,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .

Score:
Score: 4.5",":
4.5"
"text1: the tech-heavy nasdaq stock markets composite index added 1.16 points to 1,504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .",2.2,3.5,":
3.5",263,46,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .

Score:
Score: 3.5",":
3.5"
"text1: the technology-laced nasdaq composite index dipped 0.08 of a point to 1,646 . text2: the technology-laced nasdaq composite index < .ixic > added 1.92 points , or 0.12 percent , at 1,647.94 .",2.4,4.5,":
4.5",279,30,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"12 percent , at 1,647.94 .

Score:
Score: 4.5",":
4.5"
text1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .,3.0,4.0,":
4.0",249,60,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"final numeric score.

Text pair:
text1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .

Score:
Score: 4.0",":
4.0"
"text1: he told the jury stubbs is a "" cold , calculating killer . "" text2: district attorney dave lupas reminded jurors that stubbs is , "" a cold , calculating killer "" .",3.0,4.5,":
4.5",256,53,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"stubbs is a "" cold , calculating killer . "" text2: district attorney dave lupas reminded jurors that stubbs is , "" a cold , calculating killer "" .

Score:
Score: 4.5",":
4.5"
"text1: likewise , the 30-year bond < us30yt = rr > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent . text2: the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",1.8,3.6,":
3.6",293,16,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,Score: 3.5,":
3.6"
"text1: a seventh victim , a woman , died tuesday night in the burn unit at childrens hospital medical center of akron . text2: a seventh person , a 21-year-old woman , was in critical condition in the burn unit at akron children 's hospital .",2.4,4.5,":
4.5",272,37,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"-old woman , was in critical condition in the burn unit at akron children 's hospital .

Score:
Score: 4.5",":
4.5"
"text1: the men were immediately flown to nearby botswana on a chartered air malawi flight , malawi intelligence officials said on condition of anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .",3.533,4.0,4.0,269,40,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .

Score:
Score: 4.0",4.0
"text1: he will be paid $ 395,000 per year , up from atkinson 's current salary of $ 361,400 . text2: dynes will be paid $ 395,000 a year ; atkinson 's salary is $ 361,400 .",4.0,4.5,"Final score:
4.5",273,36,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"year ; atkinson 's salary is $ 361,400 .

Score:
4.5","Final score:
4.5"
"text1: on the cell 's surface , the foreign components are recognised by other cells that then realise it is infected and kill it . text2: the foreign bits are recognized by other cells that realize it is infected and kill it .",4.25,4.5,":
4.5",262,47,309,0.049778392691223416,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"then realise it is infected and kill it . text2: the foreign bits are recognized by other cells that realize it is infected and kill it .

Score:
Score: 4.5",":
4.5"
"text1: in exchange , north korea would be required to end its nuclear weapons program . text2: "" in return we expect north korea to give up nuclear weapons . """,4.75,4.5,"Final score:
4.5",259,71,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"by step internally.
Output only the final numeric score.

Text pair:
text1: in exchange , north korea would be required to end its nuclear weapons program . text2: "" in return we expect north korea to give up nuclear weapons . ""

Score:
4.5","Final score:
4.5"
"text1: "" we condemn and denounce the governing council , which is headed by the united states , "" moqtada al-sadr said . text2: "" we condemn the governing council headed by the united states , "" sadr said in a fiery sermon at koufa mosque near najaf .",3.333,4.5,4.5,286,44,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"we condemn the governing council headed by the united states , "" sadr said in a fiery sermon at koufa mosque near najaf .

Score:
Score: 4.5",4.5
"text1: sendmail said the system can even be set up to permit business-only usage . text2: the product can be instructed to permit business-only use , according to sendmail .",5.0,4.5,4.5,264,66,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"internally.
Output only the final numeric score.

Text pair:
text1: sendmail said the system can even be set up to permit business-only usage . text2: the product can be instructed to permit business-only use , according to sendmail .

Score:
Score: 4.5",4.5
"text1: his daughter , nina axelrod , told the associated press that he died in his sleep , apparently of heart failure . text2: axelrod died in his sleep of heart failure , said his daughter , nina axelrod .",4.333,4.5,"Final score:
4.5",274,56,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"that he died in his sleep , apparently of heart failure . text2: axelrod died in his sleep of heart failure , said his daughter , nina axelrod .

Score:
4.5","Final score:
4.5"
text1: that exploit works on unpatched windows 2000 machines with service pack 3 and 4 . text2: both counterpane and idefense contend that the exploit works effectively against windows 2000 systems running service pack 3 and 4 .,3.0,4.0,4.0,279,51,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"and 4 . text2: both counterpane and idefense contend that the exploit works effectively against windows 2000 systems running service pack 3 and 4 .

Score:
Score: 4.0",4.0
"text1: further out the curve , the benchmark 10-year note us10yt = rr shed 25 / 32 in price , taking its yield to 3.26 percent from 3.17 percent . text2: early wednesday , the benchmark 10-year us10yt = rr had lost 16 / 32 in price , driving its yield up to 3.33 percent from 3.26 percent late tuesday .",3.0,3.6,"score:
3.6",314,16,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,3.5,"score:
3.6"
"text1: tech stocks were hurt by a sour forecast from sun microsystems , which was viewed as a bad omen for the upcoming quarterly earnings season . text2: a sour forecast from sun microsystems inc . sunw.o put more pressure on wall street before the quarterly earnings season .",3.0,4.0,4.0,284,46,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"earnings season . text2: a sour forecast from sun microsystems inc . sunw.o put more pressure on wall street before the quarterly earnings season .

Score:
Score: 3.5",4.0
"text1: trading in loral was halted yesterday ; the shares closed on monday at $ 3.01 . text2: the new york stock exchange suspended trading yesterday in loral , which closed at $ 3.01 friday .",3.8,4.5,"score:
4.5",271,59,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"halted yesterday ; the shares closed on monday at $ 3.01 . text2: the new york stock exchange suspended trading yesterday in loral , which closed at $ 3.01 friday .

Score:
4.5","score:
4.5"
text1: shares of coke were up 6 cents at $ 44.42 in afternoon trading wednesday on the new york stock exchange . text2: shares of coke were down 26 cents to close at $ 44.10 on the new york stock exchange .,1.846,3.5,"Final score:
3.5",277,53,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"on the new york stock exchange . text2: shares of coke were down 26 cents to close at $ 44.10 on the new york stock exchange .

Score:
3.5","Final score:
3.5"
"text1: ernst & young has denied any wrongdoing and plans to fight the allegations . text2: ernst & young has denied the sec 's claims , and called its recommendations "" irresponsible "" .",3.0,4.5,4.5,266,64,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"numeric score.

Text pair:
text1: ernst & young has denied any wrongdoing and plans to fight the allegations . text2: ernst & young has denied the sec 's claims , and called its recommendations "" irresponsible "" .

Score:
Score: 4.5",4.5
"text1: neither military action nor large-scale bribery can solve the north korean problem , wolfowitz said . text2: indeed , wolfowitz admitted saturday that neither military action nor "" large scale bribery "" would solve the issue .",3.0,4.5,4.5,272,58,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"nor large-scale bribery can solve the north korean problem , wolfowitz said . text2: indeed , wolfowitz admitted saturday that neither military action nor "" large scale bribery "" would solve the issue .

Score:
Score: 4.5",4.5
"text1: the driver , eugene rogers , helped to remove children from the bus , wood said . text2: at the accident scene , the driver was "" covered in blood "" but helped to remove children , wood said .",3.2,4.0,4.0,273,57,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"ene rogers , helped to remove children from the bus , wood said . text2: at the accident scene , the driver was "" covered in blood "" but helped to remove children , wood said .

Score:
Score: 4.0",4.0
"text1: the broader standard & poor 's 500 index < .spx > was up 9.69 points , or 0.98 percent , at 994.53 . text2: the tech-laced nasdaq composite index < .ixic > gained 18.35 points , or 1.13 percent , to 1,646.02 .",1.0,3.5,"Final score:
3.5",301,29,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"to 1,646.02 .

Score:
3.5","Final score:
3.5"
text1: knox county health department is following national centers for disease control and prevention protocol to contain infection . text2: the health department spokesperson added the department is following centers for disease control protocol .,3.0,4.0,4.0,265,65,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"the final numeric score.

Text pair:
text1: knox county health department is following national centers for disease control and prevention protocol to contain infection . text2: the health department spokesperson added the department is following centers for disease control protocol .

Score:
Score: 4.0",4.0
text1: shares of guidant plummeted in trading both on and off the new york stock exchange before a news halt was imposed after midday . text2: shares of guidant were down 5.3 percent at $ 40.92 in afternoon trading on the new york stock exchange .,2.647,3.5,3.5,285,45,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,": shares of guidant were down 5.3 percent at $ 40.92 in afternoon trading on the new york stock exchange .

Score:
Score: 3.5",3.5
"text1: "" three weeks in october "" goes on sale monday , nearly a year after the washington , d.c.-area sniper shootings started . text2: moose 's book goes on sale monday , nearly a year after the sniper shootings started in the washington area .",3.25,4.5,4.5,281,49,330,0.05122844768629875,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,".-area sniper shootings started . text2: moose 's book goes on sale monday , nearly a year after the sniper shootings started in the washington area .

Score:
Score: 4.5",4.5
"text1: deaths in rollover crashes accounted for 82 percent of the number of traffic deaths in 2002 , the agency says . text2: fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , nhtsa said .",3.25,4.5,"score:
4.5",275,52,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"2002 , the agency says . text2: fatalities in rollover crashes accounted for 82 percent of the increase in 2002 , nhtsa said .

Score:
4.5","score:
4.5"
"text1: based on a separate survey of households , the unemployment rate fell in august to 6.1 percent from 6.2 percent . text2: labor department analysts discounted a slight improvement in the national unemployment rate , which fell in august to 6.1 percent from 6.2 percent .",3.75,4.5,4.5,286,41,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"improvement in the national unemployment rate , which fell in august to 6.1 percent from 6.2 percent .

Score:
4.5",4.5
"text1: the pound also made progress against the dollar , reached fresh three-year highs at $ 1.6789 . text2: the british pound flexed its muscle against the dollar , last up 1 percent at $ 1.6672 .",3.25,3.5,"score:
3.5",275,52,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,".6789 . text2: the british pound flexed its muscle against the dollar , last up 1 percent at $ 1.6672 .

Score:
3.5","score:
3.5"
"text1: schools chancellor joel klein said the push for higher standards and accountability "" is showing results . "" text2: schools chancellor joel klein said he was pleased by the results .",3.0,3.5,3.5,262,65,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,".
Output only the final numeric score.

Text pair:
text1: schools chancellor joel klein said the push for higher standards and accountability "" is showing results . "" text2: schools chancellor joel klein said he was pleased by the results .

Score:
Score: 3.5",3.5
"text1: the rate of skin cancer has tripled since the 1950s in norway and sweden , according to the study . text2: the study also found that skin cancer nearly tripled in norway and sweden since the 1950s .",4.75,4.5,"score:
4.5",276,51,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,", according to the study . text2: the study also found that skin cancer nearly tripled in norway and sweden since the 1950s .

Score:
4.5","score:
4.5"
text1: one witness told anatolian he saw the plane on fire while it was still in the air . text2: one witness told the anatolian news agency he saw the plane on fire in mid-air .,4.6,4.5,4.5,269,58,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"one witness told anatolian he saw the plane on fire while it was still in the air . text2: one witness told the anatolian news agency he saw the plane on fire in mid-air .

Score:
Score: 4.5",4.5
text1: the judge also refused to postpone the trial date of sept . 29 . text2: obus also denied a defense motion to postpone the sept . 29 trial date .,3.929,4.5,"score:
4.5",259,68,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,".
Output only the final numeric score.

Text pair:
text1: the judge also refused to postpone the trial date of sept . 29 . text2: obus also denied a defense motion to postpone the sept . 29 trial date .

Score:
4.5","score:
4.5"
"text1: while opposition parties have welcomed the cabinet 's decision on anti-retroviral treatment , some said health minister manto tshabalala-msimang was not fit to preside over a rollout plan . text2: health minister manto-tshabalala msimang is not fit to preside over an anti-retroviral treatment rollout plan , according to some opposition parties .",3.4,4.5,4.5,304,23,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,", according to some opposition parties .

Score:
Score: 4.5",4.5
"text1: the recording industry association of america says it plans to sue the song traders next month . text2: that is , if the recording industry association of america has anything to say about it .",1.75,3.0,3.0,264,63,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"final numeric score.

Text pair:
text1: the recording industry association of america says it plans to sue the song traders next month . text2: that is , if the recording industry association of america has anything to say about it .

Score:
Score: 3.0",3.0
"text1: chief merchandising officers oversee the buying and development of merchandise , deciding the merchandising direction of the company , or basically what it should stand for . text2: he or she decides the merchandising direction of the company , or basically what it should stand for .",3.2,4.5,4.5,282,45,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"it should stand for . text2: he or she decides the merchandising direction of the company , or basically what it should stand for .

Score:
Score: 4.5",4.5
"text1: the rev. christopher j. coyne , spokesman for the archdiocese , wouldn 't comment friday . text2: the rev. christopher coyne , spokesman for the archdiocese , did not immediately return several calls seeking comment .",3.8,4.5,4.5,277,50,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,", wouldn 't comment friday . text2: the rev. christopher coyne , spokesman for the archdiocese , did not immediately return several calls seeking comment .

Score:
Score: 4.5",4.5
"text1: the broader standard & poor 's 500 index < .spx > eased 7.57 points , or 0.76 percent , at 990.94 . text2: the technology-laced nasdaq composite index was down 25.36 points , or 1.53 percent , at 1,628.26 .",0.8,3.0,3.0,298,29,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,".53 percent , at 1,628.26 .

Score:
Score: 3.0",3.0
"text1: several relatives of australian victims of the attack were in court to witness the proceedings , but few balinese attended the trial . text2: several relatives of australian victims of the attack sat in the front row of the court , but few balinese attended the trial .",4.6,4.5,4.5,281,46,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,". text2: several relatives of australian victims of the attack sat in the front row of the court , but few balinese attended the trial .

Score:
Score: 4.5",4.5
"text1: on july 10 , a team of 32 singaporean police officers was sent to baghdad . text2: in july 32 singaporean police officers were sent to baghdad to help train iraqi police forces and returned home last month .",3.2,4.0,4.0,281,46,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,": in july 32 singaporean police officers were sent to baghdad to help train iraqi police forces and returned home last month .

Score:
Score: 4.0",4.0
"text1: the euro < eur = > was up 0.67 percent against the dollar at $ 1.1784 after rising to a three-month high earlier in the session above $ 1.18 . text2: in early u.s. trading , the euro < eur = > was down 0.6 percent to $ 1.1741 , after rising to a four-month high of $ 1.1860 .",2.2,3.8,":
3.8",312,15,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,3.5,":
3.8"
"text1: previously , it had reported a profit of $ 12 million , or 0 cents a share , for that period . text2: previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period .",4.4,4.5,4.5,281,46,327,0.05097447081061546,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"text2: previously , it had reported a small profit of $ 12 million , or break-even on a per-share basis , for the period .

Score:
Score: 4.5",4.5
"text1: earlier thursday , peoplesoft formally rejected the unsolicited bid from oracle . text2: thursday morning , peoplesoft 's board rejected the oracle takeover offer .",4.4,4.5,"Final score:
4.5",238,52,290,0.04858056181546999,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"thursday , peoplesoft formally rejected the unsolicited bid from oracle . text2: thursday morning , peoplesoft 's board rejected the oracle takeover offer .

Score:
4.5","Final score:
4.5"
"text1: a coalition of campaign groups , including the militant national students body , is backing the protests , which the nlc called in defiance of a court order banning them . text2: a coalition of campaign groups , including the militant national students body , is backing the action and is mobilising for protests .",3.333,4.5,4.5,267,23,290,0.04858056181546999,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"is mobilising for protests .

Score:
Score: 4.5",4.5
"text1: the company is highlighting the addition of .net and j2ee support to its enterprise application environment ( eae ) with the new mainframe . text2: the company is also adding .net and j2ee support to its enterprise application environment development toolset , sapp said .",4.0,4.5,"Final score:
4.5",262,28,290,0.04858056181546999,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"development toolset , sapp said .

Score:
4.5","Final score:
4.5"
text1: he proposed a system under which it would take fewer and fewer votes to overcome a filibuster . text2: frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .,3.0,4.5,4.5,255,35,290,0.04858056181546999,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations .

Score:
Score: 4.5",4.5
"text1: since being drafted into service in 1971 , it has racked up a record 45 accidents , with 393 deaths . text2: it has a chequered safety record , including 47 accidents that resulted in 668 deaths .",1.333,3.5,3.5,259,31,290,0.04858056181546999,1.2421382361904763,1.1145125554207438,0.5876911164350666,0.5633465147141096,"record , including 47 accidents that resulted in 668 deaths .

Score:
Score: 3.5",3.5
