Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,bleu,chrf,sv_initial_raw,sv_verified_raw
今年早些时候，桑德斯在可疑情况下死亡。他在密苏里州旅行时燃油耗尽，被密苏里州警方在无指控犯罪的情况下拘留。,"Sanders died under questionable circumstances earlier this year after he ran out of gas while traveling through the state, and was taken into custody by Missouri police without being accused of a crime.","traveling in Missouri, he ran out of fuel and was detained by the Missouri State Police under no criminal charges.

Final translation (English):
This year, earlier on, Sanders died under circumstances that raised suspicion. During his travels in Missouri, he experienced a fuel shortage and was subsequently detained by the Missouri State Police without any criminal charges being filed against him.","traveling in Missouri, he ran out of fuel and was detained by the Missouri State Police under no criminal charges.

Final translation (English):
This year, earlier on, Sanders died under circumstances that raised suspicion. During his travels in Missouri, he experienced a fuel shortage and was subsequently detained by the Missouri State Police without any criminal charges being filed against him.",240,191,431,0.2674007799978426,0.11524806427922218,0.11524806427922218,0.4947711951366152,"些时候，桑德斯在可疑情况下死亡。他在密苏里州旅行时燃油耗尽，被密苏里州警方在无指控犯罪的情况下拘留。

Translation (English):
This year earlier, Sanders died under suspicious circumstances. While traveling in Missouri, he ran out of fuel and was detained by the Missouri State Police under no criminal charges.","traveling in Missouri, he ran out of fuel and was detained by the Missouri State Police under no criminal charges.

Final translation (English):
This year, earlier on, Sanders died under circumstances that raised suspicion. During his travels in Missouri, he experienced a fuel shortage and was subsequently detained by the Missouri State Police without any criminal charges being filed against him."
咨询中还指出，密苏里州总检察长办公室最近的一份报告显示，“与白人相比，该州的黑人司机被停车盘查的可能性要高出 75%”。,The advisory also points to a recent report by the Missouri Attorney General's Office showing that black drivers in the state were 75 percent more likely to be pulled over than whites.,"being stopped and searched is 75% higher.""

Final translation (English):
The consultation also highlighted that a recent report from the Office of the Attorney General of Missouri indicates that ""when compared to white drivers, black drivers in the state face a 75% increased likelihood of being stopped and searched.""","being stopped and searched is 75% higher.""

Final translation (English):
The consultation also highlighted that a recent report from the Office of the Attorney General of Missouri indicates that ""when compared to white drivers, black drivers in the state face a 75% increased likelihood of being stopped and searched.""",253,178,431,0.2674007799978426,0.11524806427922218,0.11524806427922218,0.4947711951366152,"密苏里州总检察长办公室最近的一份报告显示，“与白人相比，该州的黑人司机被停车盘查的可能性要高出 75%”。

Translation (English):
The consultation also pointed out that a recent report from the Office of the Attorney General of Missouri shows that ""compared to white drivers, the likelihood of black drivers in the state being stopped and searched is 75% higher.""","being stopped and searched is 75% higher.""

Final translation (English):
The consultation also highlighted that a recent report from the Office of the Attorney General of Missouri indicates that ""when compared to white drivers, black drivers in the state face a 75% increased likelihood of being stopped and searched."""
查培尔说：“该份咨询是为了提高人们的意识，警告他们的家人、朋友和同事在密苏里州可能发生的情况。”,"""The advisory is for people to be aware, and warn their families and friends and co-workers of what could happen in Missouri,"" Chapel said.","families, friends, and colleagues about the possible situations that may occur in Missouri.""

Final translation (English):
Zha Pei stated, ""This consultation aims to enhance public awareness and alert their families, friends, and colleagues to the potential situations that might arise in Missouri.""","families, friends, and colleagues about the possible situations that may occur in Missouri.""

Final translation (English):
Zha Pei stated, ""This consultation aims to enhance public awareness and alert their families, friends, and colleagues to the potential situations that might arise in Missouri.""",239,192,431,0.2674007799978426,0.11524806427922218,0.11524806427922218,0.4947711951366152,"internally.
Output only the final translation.

Input (Chinese):
查培尔说：“该份咨询是为了提高人们的意识，警告他们的家人、朋友和同事在密苏里州可能发生的情况。”

Translation (English):
Zha Pei said, ""The purpose of this consultation is to raise people's awareness, and warn their families, friends, and colleagues about the possible situations that may occur in Missouri.""","families, friends, and colleagues about the possible situations that may occur in Missouri.""

Final translation (English):
Zha Pei stated, ""This consultation aims to enhance public awareness and alert their families, friends, and colleagues to the potential situations that might arise in Missouri."""
“人们需要做好准备，无论是携带保释金前往密苏里州，还是让亲属知道自己在州内旅行”。,"""People need to be ready, whether it's bringing bail money with them, or letting relatives know they are traveling through the state.""","):
People need to be prepared, whether it's carrying bail money to Missouri, or letting their relatives know they are traveling within the state.

Final translation (English):
People should be well-prepared, whether it involves taking bail money to Missouri or informing their relatives about their travels within the state.","):
People need to be prepared, whether it's carrying bail money to Missouri, or letting their relatives know they are traveling within the state.

Final translation (English):
People should be well-prepared, whether it involves taking bail money to Missouri or informing their relatives about their travels within the state.",223,208,431,0.2674007799978426,0.11524806427922218,0.11524806427922218,0.4947711951366152,"Chinese to English.
Think step by step internally.
Output only the final translation.

Input (Chinese):
“人们需要做好准备，无论是携带保释金前往密苏里州，还是让亲属知道自己在州内旅行”。

Translation (English):
People need to be prepared, whether it's carrying bail money to Missouri, or letting their relatives know they are traveling within the state.","):
People need to be prepared, whether it's carrying bail money to Missouri, or letting their relatives know they are traveling within the state.

Final translation (English):
People should be well-prepared, whether it involves taking bail money to Missouri or informing their relatives about their travels within the state."
根据联邦调查局仇恨犯罪报告计划的最新数据，密苏里州在 2015 年记录了 100 起仇恨罪行；根据罪行量，该州在全国排名第 16 位。,"Missouri recorded 100 hate crimes in 2015, according to the latest figures from the FBI's hate crime reporting program, ranking the state at 16th in the country in terms of the number of such violations.","crimes, the state ranked 16th in the nation.

Final translation (English):
According to the latest data from the FBI's Hate Crime Reporting Program, Missouri recorded 100 hate crimes in 2015; in terms of the number of crimes, the state ranked 16th in the nation.","crimes, the state ranked 16th in the nation.

Final translation (English):
According to the latest data from the FBI's Hate Crime Reporting Program, Missouri recorded 100 hate crimes in 2015; in terms of the number of crimes, the state ranked 16th in the nation.",256,175,431,0.2674007799978426,0.11524806427922218,0.11524806427922218,0.4947711951366152,"州在 2015 年记录了 100 起仇恨罪行；根据罪行量，该州在全国排名第 16 位。

Translation (English):
According to the latest data from the FBI's Hate Crime Reporting Program, Missouri recorded 100 hate crimes in 2015; in terms of the number of crimes, the state ranked 16th in the nation.","crimes, the state ranked 16th in the nation.

Final translation (English):
According to the latest data from the FBI's Hate Crime Reporting Program, Missouri recorded 100 hate crimes in 2015; in terms of the number of crimes, the state ranked 16th in the nation."
旅行警告也是对密苏里州新法律的回应，该法律将使起诉住房或就业歧视企业变得更加困难。,The travel warning is also a response to a new Missouri law that would make it more difficult to sue a business for housing or employment discrimination.,"serve as a response to a new law in Missouri, which will make it more difficult to sue companies for housing or employment discrimination.

Final translation (English):
Travel warnings are also a response to the new law in Missouri. This law is expected to make it more challenging to file lawsuits against companies for housing or employment discrimination.","serve as a response to a new law in Missouri, which will make it more difficult to sue companies for housing or employment discrimination.

Final translation (English):
Travel warnings are also a response to the new law in Missouri. This law is expected to make it more challenging to file lawsuits against companies for housing or employment discrimination.",225,206,431,0.2674007799978426,0.11524806427922218,0.11524806427922218,0.4947711951366152,"Chinese to English.
Think step by step internally.
Output only the final translation.

Input (Chinese):
旅行警告也是对密苏里州新法律的回应，该法律将使起诉住房或就业歧视企业变得更加困难。

Translation (English):
Travel warnings also serve as a response to a new law in Missouri, which will make it more difficult to sue companies for housing or employment discrimination.","serve as a response to a new law in Missouri, which will make it more difficult to sue companies for housing or employment discrimination.

Final translation (English):
Travel warnings are also a response to the new law in Missouri. This law is expected to make it more challenging to file lawsuits against companies for housing or employment discrimination."
此前，美国各州通过了移民执法法律，要求当地执法部门拘留移民违规人员，美国公民自由联盟 (ACLU) 表示此举会增加种族诉讼数量，并发布了针对德克萨斯州和亚利桑那州的旅行咨询。,"Previously, the American Civil Liberties Union (ACLU) had issued travel advisories for Texas and Arizona after the states passed immigration enforcement laws requiring local law enforcement to detain people on immigration violations which the ACLU said would increase racial profiling.","(ACLU) stated that this action would increase the number of racial lawsuits, and issued travel advisories for Texas and Arizona.

Final translation (English):
Prior to this, the United States' various states have enacted immigration enforcement laws. These laws necessitate that local law enforcement agencies detain immigrants who have violated the law. The American Civil Liberties Union (ACLU) has expressed that such measures would likely result in an increase in racial lawsuits. Consequently, the ACLU has issued travel advisories specifically for Texas and Arizona.","(ACLU) stated that this action would increase the number of racial lawsuits, and issued travel advisories for Texas and Arizona.

Final translation (English):
Prior to this, the United States' various states have enacted immigration enforcement laws. These laws necessitate that local law enforcement agencies detain immigrants who have violated the law. The American Civil Liberties Union (ACLU) has expressed that such measures would likely result in an increase in racial lawsuits. Consequently, the ACLU has issued travel advisories specifically for Texas and Arizona.",268,239,507,0.4000554570047825,0.11524806427922218,0.11524806427922218,0.4947711951366152,"和亚利桑那州的旅行咨询。

Translation (English):
Prior to this, the states of the United States have passed immigration enforcement laws, requiring local law enforcement agencies to detain immigrants who violate the law. The American Civil Liberties Union (ACLU) stated that this action would increase the number of racial lawsuits, and issued travel advisories for Texas and Arizona.","(ACLU) stated that this action would increase the number of racial lawsuits, and issued travel advisories for Texas and Arizona.

Final translation (English):
Prior to this, the United States' various states have enacted immigration enforcement laws. These laws necessitate that local law enforcement agencies detain immigrants who have violated the law. The American Civil Liberties Union (ACLU) has expressed that such measures would likely result in an increase in racial lawsuits. Consequently, the ACLU has issued travel advisories specifically for Texas and Arizona."
旅行警告通常是由美国政府针对其他国家发布的，但最近，咨询团体采取这一方式以应对美国境内的某些法律和趋势。,"Travel warnings are usually issued by the State Department for other countries, but lately, advocacy groups have resorted to the measure in response to certain laws and trends inside the US.","方式以应对美国境内的某些法律和趋势。

Translation (English):
Travel warnings are typically issued by the U.S. government against other countries, but recently, consulting groups have adopted this approach to address certain legal issues and trends within the United States.

Final translation (English):
Travel warnings are generally issued by the U.S. government against other nations. However, recently, consulting groups have started using this method to tackle certain legal issues and emerging trends within the United States.","方式以应对美国境内的某些法律和趋势。

Translation (English):
Travel warnings are typically issued by the U.S. government against other countries, but recently, consulting groups have adopted this approach to address certain legal issues and trends within the United States.

Final translation (English):
Travel warnings are generally issued by the U.S. government against other nations. However, recently, consulting groups have started using this method to tackle certain legal issues and emerging trends within the United States.",221,286,507,0.4000554570047825,0.11524806427922218,0.11524806427922218,0.4947711951366152,"translation.

Input (Chinese):
旅行警告通常是由美国政府针对其他国家发布的，但最近，咨询团体采取这一方式以应对美国境内的某些法律和趋势。

Translation (English):
Travel warnings are typically issued by the U.S. government against other countries, but recently, consulting groups have adopted this approach to address certain legal issues and trends within the United States.","方式以应对美国境内的某些法律和趋势。

Translation (English):
Travel warnings are typically issued by the U.S. government against other countries, but recently, consulting groups have adopted this approach to address certain legal issues and trends within the United States.

Final translation (English):
Travel warnings are generally issued by the U.S. government against other nations. However, recently, consulting groups have started using this method to tackle certain legal issues and emerging trends within the United States."
经历2015年票房猛增的“黄金时代”后，2016年整体电影市场进入了冷静期，能否突破去年440.69亿元的总票房成绩都成为一个悬念。,"After experiencing the “golden era” of a soaring box office in 2015, the film market retreated into a cooling-off period in 2016. Whether box office takings could surpass last year’s total of RMB44.069 billion is questionable.",". Whether it could break through the total box office revenue of 440.69 billion yuan achieved last year, had become a suspense.

Final translation (English):
After the ""Golden Age"" marked by a significant surge in box office revenue in 2015, the overall film market entered a period of calm in 2016. Whether it could surpass the total box office revenue of 440.69 billion yuan achieved the previous year had become a suspense.",". Whether it could break through the total box office revenue of 440.69 billion yuan achieved last year, had become a suspense.

Final translation (English):
After the ""Golden Age"" marked by a significant surge in box office revenue in 2015, the overall film market entered a period of calm in 2016. Whether it could surpass the total box office revenue of 440.69 billion yuan achieved the previous year had become a suspense.",256,251,507,0.4000554570047825,0.11524806427922218,0.11524806427922218,0.4947711951366152,"进入了冷静期，能否突破去年440.69亿元的总票房成绩都成为一个悬念。

Translation (English):
After the ""Golden Age"" with a significant box office increase in 2015, the overall film market entered a period of calm in 2016. Whether it could break through the total box office revenue of 440.69 billion yuan achieved last year, had become a suspense.",". Whether it could break through the total box office revenue of 440.69 billion yuan achieved last year, had become a suspense.

Final translation (English):
After the ""Golden Age"" marked by a significant surge in box office revenue in 2015, the overall film market entered a period of calm in 2016. Whether it could surpass the total box office revenue of 440.69 billion yuan achieved the previous year had become a suspense."
从国家统计局公布的数据看，10月，北京新房和二手房价格双双降温，环比仅上涨0.6%和1.1%。,"Data from the National Bureau of Statistics revealed that in October, prices of new and second-hand residential properties cooled, up 0.6% and 1.1% month-on-month, respectively.","-hand housing prices in Beijing have cooled down, with only a 0.6% and 1.1% increase on a month-on-month basis.

Final translation (English):
From the data released by the National Bureau of Statistics, it is evident that in October, both the new and second-hand housing prices in Beijing experienced a decline. On a month-on-month basis, the prices only increased by 0.6% and 1.1% respectively.","-hand housing prices in Beijing have cooled down, with only a 0.6% and 1.1% increase on a month-on-month basis.

Final translation (English):
From the data released by the National Bureau of Statistics, it is evident that in October, both the new and second-hand housing prices in Beijing experienced a decline. On a month-on-month basis, the prices only increased by 0.6% and 1.1% respectively.",244,263,507,0.4000554570047825,0.11524806427922218,0.11524806427922218,0.4947711951366152,"公布的数据看，10月，北京新房和二手房价格双双降温，环比仅上涨0.6%和1.1%。

Translation (English):
From the data released by the National Bureau of Statistics, it can be seen that in October, both the new and second-hand housing prices in Beijing have cooled down, with only a 0.6% and 1.1% increase on a month-on-month basis.","-hand housing prices in Beijing have cooled down, with only a 0.6% and 1.1% increase on a month-on-month basis.

Final translation (English):
From the data released by the National Bureau of Statistics, it is evident that in October, both the new and second-hand housing prices in Beijing experienced a decline. On a month-on-month basis, the prices only increased by 0.6% and 1.1% respectively."
现任欧足联首席技术官的卢佩斯库在本次大会上做了一份关于2016年欧锦赛以及上赛季欧冠联赛的技术报告。,"Lupekscu, the current Chief Technology Officer of UEFA, made a technical report on the 2016 UEFA Euro and the last season of European Champions League at the meeting.","Translation (English):
Lupescu, currently the Chief Technical Officer of the UEFA, presented a technical report at this conference, which was about the 2016 UEFA European Championship and the last season's UEFA Champions League.

Final translation (English):
Lupescu, currently serving as the Chief Technical Officer of UEFA, delivered a technical report at the conference. The report focused on the 2016 UEFA European Championship and the previous season's UEFA Champions League.","Translation (English):
Lupescu, currently the Chief Technical Officer of the UEFA, presented a technical report at this conference, which was about the 2016 UEFA European Championship and the last season's UEFA Champions League.

Final translation (English):
Lupescu, currently serving as the Chief Technical Officer of UEFA, delivered a technical report at the conference. The report focused on the 2016 UEFA European Championship and the previous season's UEFA Champions League.",230,277,507,0.4000554570047825,0.11524806427922218,0.11524806427922218,0.4947711951366152,"足联首席技术官的卢佩斯库在本次大会上做了一份关于2016年欧锦赛以及上赛季欧冠联赛的技术报告。

Translation (English):
Lupescu, currently the Chief Technical Officer of the UEFA, presented a technical report at this conference, which was about the 2016 UEFA European Championship and the last season's UEFA Champions League.","Translation (English):
Lupescu, currently the Chief Technical Officer of the UEFA, presented a technical report at this conference, which was about the 2016 UEFA European Championship and the last season's UEFA Champions League.

Final translation (English):
Lupescu, currently serving as the Chief Technical Officer of UEFA, delivered a technical report at the conference. The report focused on the 2016 UEFA European Championship and the previous season's UEFA Champions League."
