Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,mse,rmse,pearson_coeff,spearman_coeff,sc_raw_samples,sc_parsed_samples
"text1: kyi , a u.n. envoy says , as japan adds to growing international pressure by saying it will halt its hefty economic aid unless suu kyi is freed . text2: japan added to growing international pressure on burma yesterday , threatening to halt its hefty economic aid unless the military government released pro-democracy leader aung san suu kyi .",3.0,4.5,Score: 4.5,705,40,745,0.08974132368894061,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""Score: 4.5"", ""Score: 4.5"", ""Score: 4.5"", ""4.5"", ""4.5""]","[4.5, 4.5, 4.5, 4.5, 4.5]"
"text1: he claims it may seem unrealistic only because little effort has been devoted to the concept . text2: "" this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .",3.5,4.2,"this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .

Score:
Score: 4.0",570,175,745,0.08974132368894061,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\n4.5"", ""this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nScore: 4.5"", ""this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\nScore: 4.0"", ""this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\n3.5"", ""this proposal is modest compared with the space programme , and may seem unrealistic only because little effort has been devoted to it .\n\nScore:\n4.5""]","[4.5, 4.5, 4.0, 3.5, 4.5]"
"text1: but the fbi never kept tabs on al-bayoumi - even though it had received information that he was a saudi agent , the document says . text2: but the bureau never kept tabs on al-bayoumi — despite receiving prior information he was a secret saudi agent , the report says .",4.75,4.5,", the report says .

Score:
4.5",665,80,745,0.08974132368894061,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["", the report says .\n\nScore:\n4.5"", "", the report says .\n\nScore:\n4.5"", "", the report says .\n\nScore:\nScore: 4.5"", "", the report says .\n\nScore:\n4.5"", "", the report says .\n\nScore:\nScore: 4.5""]","[4.5, 4.5, 4.5, 4.5, 4.5]"
"text1: "" it 's going to happen , "" said jim santangelo , president of the teamsters joint council 42 in el monte . text2: "" that really affects the companies , big time , "" said jim santangelo , president of the teamsters joint council 42 in el monte .",1.5,5.0,"teamsters joint council 42 in el monte .

Score:
Score: 4.5",640,105,745,0.08974132368894061,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""teamsters joint council 42 in el monte .\n\nScore:\nScore: 4.5"", ""teamsters joint council 42 in el monte .\n\nScore:\nScore: 4.0"", ""teamsters joint council 42 in el monte .\n\nScore:\n3.5"", ""teamsters joint council 42 in el monte .\n\nScore:\n3.0"", ""teamsters joint council 42 in el monte .\n\nScore:\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: wal-mart , kohl 's corp. , family dollar stores inc . , and big lots inc. were among the merchants posting may sales that fell below wall street 's modest expectations . text2: wal- mart , kohl 's corp. , family dollar stores inc . , and big lots inc. posted may sales that fell below wall street 's modest expectations .",4.75,4.5,Score: 4.5,730,40,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""Score: 4.5"", ""4.5"", ""Score: 4.5"", ""Score: 4.5"", ""4.5""]","[4.5, 4.5, 4.5, 4.5, 4.5]"
"text1: he was released on $ 3-million bail and immediately returned to las vegas , where he had been filming a video . text2: after posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .",3.75,3.0,"posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .

Score:
Score: 4.5",600,170,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nScore: 4.5"", ""posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nScore: 4.5"", ""posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\n3.5"", ""posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\nScore: 4.5"", ""posting $ 3 million bail , jackson flew to las vegas , where he had been working on a video .\n\nScore:\n4.0""]","[3.0, 3.0, 3.0, 3.0, 3.0]"
"text1: gartner analysts said that businesses are not yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .",3.5,2.0,"yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .

Score:
Score: 4.5",550,220,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nScore: 4.5"", ""yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nScore: 4.5"", ""yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\n4.5"", ""yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\n3.5"", ""yet feeling confident enough to upgrade corporate pcs . text2: what 's more , companies are not feeling confident enough to replace older pcs , the analyst firm said .\n\nScore:\nScore: 4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: mr eddington warned yesterday that the future of the airline was "" in the hands of the negotiators "" . text2: "" the future of ba is in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .",3.4,4.2,"in the hands of the negotiators , "" eddington told british broadcasting corp. television on sunday .

Score:
4.0",610,160,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\n4.5"", ""in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\n4.5"", ""in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\n3.5"", ""in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\nScore: 4.5"", ""in the hands of the negotiators , \"" eddington told british broadcasting corp. television on sunday .\n\nScore:\n4.0""]","[4.5, 4.5, 3.5, 4.5, 4.0]"
"text1: as of tuesday , almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .",1.5,5.0,", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .

Score:
Score: 3.5",540,230,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nScore: 3.5"", "", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\nScore: 4.0"", "", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\n3.5"", "", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\n3.5"", "", almost 250 health-care workers were in quarantine . text2: in addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .\n\nScore:\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: "" both of these kids are in wonderful physical condition right now , "" he said during a press briefing at the hospital . text2: "" both of these kids are in wonderful physical condition right now , "" said goodrich , also director of pediatric neurosurgery at the children 's hospital at montefiore .",3.4,4.2,"at the children 's hospital at montefiore .

Score:
4.0",660,110,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""at the children 's hospital at montefiore .\n\nScore:\n4.0"", ""at the children 's hospital at montefiore .\n\nScore:\n4.0"", ""at the children 's hospital at montefiore .\n\nScore:\n4.5"", ""at the children 's hospital at montefiore .\n\nScore:\n4.5"", ""at the children 's hospital at montefiore .\n\nScore:\n4.0""]","[4.0, 4.0, 4.5, 4.5, 4.0]"
"text1: brian brabazon said his son would get upset but then turn around and befriend his taunters . text2: her son would get upset , his mom said , but then turn around and befriend his taunters .",3.2,2.0,". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .

Score:
Score: 4.5",585,185,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nScore: 4.5"", "". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\n4.5"", "". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nScore: 4.5"", "". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nScore: 4.5"", "". text2: her son would get upset , his mom said , but then turn around and befriend his taunters .\n\nScore:\nScore: 4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: the tech-heavy nasdaq stock markets composite index added 1.16 points to 1,504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .",2.2,5.0,",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .

Score:
Score: 3.5",575,195,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"["",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nScore: 3.5"", "",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nScore: 3.0"", "",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nScore: 3.5"", "",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\n3.6"", "",504.04 . text2: the nasdaq composite index , full of technology stocks , was lately up around 18 points .\n\nScore:\nScore: 3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
"text1: the technology-laced nasdaq composite index dipped 0.08 of a point to 1,646 . text2: the technology-laced nasdaq composite index < .ixic > added 1.92 points , or 0.12 percent , at 1,647.94 .",2.4,5.0,"12 percent , at 1,647.94 .

Score:
4.5",655,115,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""12 percent , at 1,647.94 .\n\nScore:\n4.5"", ""12 percent , at 1,647.94 .\n\nScore:\nScore: 4.0"", ""12 percent , at 1,647.94 .\n\nScore:\nScore: 4.5"", ""12 percent , at 1,647.94 .\n\nScore:\n3.8"", ""12 percent , at 1,647.94 .\n\nScore:\nScore: 4.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
text1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .,3.0,1.0,"final numeric score.

Text pair:
text1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .

Score:
3.0",505,265,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\n3.0"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\n3.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\n3.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\nScore: 4.5"", ""final numeric score.\n\nText pair:\ntext1: yes filed suit yesterday in the supreme court of new york county in manhattan . text2: the suit was filed in the supreme court of new york county .\n\nScore:\n4.0""]","[1.0, 1.0, 1.0, 1.0, 1.0]"
"text1: he told the jury stubbs is a "" cold , calculating killer . "" text2: district attorney dave lupas reminded jurors that stubbs is , "" a cold , calculating killer "" .",3.0,2.0,"stubbs is a "" cold , calculating killer . "" text2: district attorney dave lupas reminded jurors that stubbs is , "" a cold , calculating killer "" .

Score:
Score: 4.5",540,230,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""stubbs is a \"" cold , calculating killer . \"" text2: district attorney dave lupas reminded jurors that stubbs is , \"" a cold , calculating killer \"" .\n\nScore:\nScore: 4.5"", ""stubbs is a \"" cold , calculating killer . \"" text2: district attorney dave lupas reminded jurors that stubbs is , \"" a cold , calculating killer \"" .\n\nScore:\n4.5"", ""stubbs is a \"" cold , calculating killer . \"" text2: district attorney dave lupas reminded jurors that stubbs is , \"" a cold , calculating killer \"" .\n\nScore:\n3.5"", ""stubbs is a \"" cold , calculating killer . \"" text2: district attorney dave lupas reminded jurors that stubbs is , \"" a cold , calculating killer \"" .\n\nScore:\n3.5"", ""stubbs is a \"" cold , calculating killer . \"" text2: district attorney dave lupas reminded jurors that stubbs is , \"" a cold , calculating killer \"" .\n\nScore:\n4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: likewise , the 30-year bond < us30yt = rr > slid 1-11 / 32 for a yield of 4.38 percent , up from 4.30 percent . text2: the 30-year bond us30yt = rr jumped 20 / 32 , taking its yield to 4.14 percent from 4.18 percent .",1.8,3.7,3.5,725,45,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""3.5"", ""Score: 4.0"", ""Score: 3.5"", ""Score: 4.0"", ""3.5""]","[3.5, 4.0, 3.5, 4.0, 3.5]"
"text1: a seventh victim , a woman , died tuesday night in the burn unit at childrens hospital medical center of akron . text2: a seventh person , a 21-year-old woman , was in critical condition in the burn unit at akron children 's hospital .",2.4,3.9,"-old woman , was in critical condition in the burn unit at akron children 's hospital .

Score:
4.0",620,150,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""-old woman , was in critical condition in the burn unit at akron children 's hospital .\n\nScore:\n3.5"", ""-old woman , was in critical condition in the burn unit at akron children 's hospital .\n\nScore:\n4.5"", ""-old woman , was in critical condition in the burn unit at akron children 's hospital .\n\nScore:\nScore: 4.5"", ""-old woman , was in critical condition in the burn unit at akron children 's hospital .\n\nScore:\n3.0"", ""-old woman , was in critical condition in the burn unit at akron children 's hospital .\n\nScore:\n4.0""]","[3.5, 4.5, 4.5, 3.0, 4.0]"
"text1: the men were immediately flown to nearby botswana on a chartered air malawi flight , malawi intelligence officials said on condition of anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .",3.533,2.0,"anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .

Score:
Score: 4.0",595,175,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .\n\nScore:\nScore: 4.0"", ""anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .\n\nScore:\nScore: 4.0"", ""anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .\n\nScore:\nScore: 4.0"", ""anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .\n\nScore:\nScore: 4.5"", ""anonymity . text2: the men were flown to nearby botswana on an air malawi flight , the officials said .\n\nScore:\nScore: 4.5""]","[2.0, 2.0, 2.0, 2.0, 2.0]"
"text1: he will be paid $ 395,000 per year , up from atkinson 's current salary of $ 361,400 . text2: dynes will be paid $ 395,000 a year ; atkinson 's salary is $ 361,400 .",4.0,5.0,"year ; atkinson 's salary is $ 361,400 .

Score:
4.5",640,130,770,0.09065807056322228,2.627370432419052,1.6209165408555284,0.102702418562895,0.10566205802704164,"[""year ; atkinson 's salary is $ 361,400 .\n\nScore:\n4.5"", ""year ; atkinson 's salary is $ 361,400 .\n\nScore:\n4.5"", ""year ; atkinson 's salary is $ 361,400 .\n\nScore:\n3.5"", ""year ; atkinson 's salary is $ 361,400 .\n\nScore:\n4.0"", ""year ; atkinson 's salary is $ 361,400 .\n\nScore:\n3.5""]","[5.0, 5.0, 5.0, 5.0, 5.0]"
