Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,accuracy,macro_f1
i don t feel particularly agitated,fear,joy,"by step internally.
Output only one final label.

Input text:
i don t feel particularly agitated

Label:
assistant
<think>

</think>

joy",88,40,128,0.0992096646259597,0.5895,0.5895,0.4257633895084954
i feel beautifully emotional knowing that these women of whom i knew just a handful were holding me and my baba on our journey,sadness,joy,"baba on our journey

Label:
assistant
<think>

</think>

joy",106,22,128,0.0992096646259597,0.5895,0.5895,0.4257633895084954
i pay attention it deepens into a feeling of being invaded and helpless,fear,fear,":
i pay attention it deepens into a feeling of being invaded and helpless

Label:
assistant
<think>

</think>

fear",95,33,128,0.0992096646259597,0.5895,0.5895,0.4257633895084954
i just feel extremely comfortable with the group of people that i dont even need to hide myself,joy,joy,"the group of people that i dont even need to hide myself

Label:
assistant
<think>

</think>

joy",99,29,128,0.0992096646259597,0.5895,0.5895,0.4257633895084954
i find myself in the odd position of feeling supportive of,love,joy,"final label.

Input text:
i find myself in the odd position of feeling supportive of

Label:
assistant
<think>

</think>

joy",92,36,128,0.0992096646259597,0.5895,0.5895,0.4257633895084954
i was feeling as heartbroken as im sure katniss was,sadness,sadness,"Input text:
i was feeling as heartbroken as im sure katniss was

Label:
assistant
<think>

</think>

sadness",94,34,128,0.0992096646259597,0.5895,0.5895,0.4257633895084954
i feel a little mellow today,joy,joy,", surprise
Think step by step internally.
Output only one final label.

Input text:
i feel a little mellow today

Label:
assistant
<think>

</think>

joy",88,45,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i feel like my only role now would be to tear your sails with my pessimism and discontent,sadness,sadness,"my only role now would be to tear your sails with my pessimism and discontent

Label:
assistant
<think>

</think>

sadness",100,33,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i feel just bcoz a fight we get mad to each other n u wanna make a publicity n let the world knows about our fight,anger,anger,"let the world knows about our fight

Label:
assistant
<think>

</think>

anger",109,24,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i feel like reds and purples are just so rich and kind of perfect,joy,joy,"text:
i feel like reds and purples are just so rich and kind of perfect

Label:
assistant
<think>

</think>

joy",97,36,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
im not sure the feeling of loss will ever go away but it may dull to a sweet feeling of nostalgia at what i shared in this life with my dad and the luck i had to have a dad for years,sadness,sadness,"<think>

</think>

sadness",123,10,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i feel like ive gotten to know many of you through comments and emails and for that im appreciative and glad you are a part of this little space,joy,joy,"part of this little space

Label:
assistant
<think>

</think>

joy",111,22,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i survey my own posts over the last few years and only feel pleased with vague snippets of a few of them only feel that little bits of them capture what its like to be me or someone like me in dublin in the st century,joy,sadness,sadness,128,5,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i also tell you in hopes that anyone who is still feeling stigmatized or ashamed of their mental health issues will let go of the stigma let go of the shame,sadness,sadness,"the shame

Label:
assistant
<think>

</think>

sadness",114,19,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i don t feel guilty like i m not going to be able to cook for him,sadness,anger,"i don t feel guilty like i m not going to be able to cook for him

Label:
assistant
<think>

</think>

anger",98,35,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i hate it when i feel fearful for absolutely no reason,fear,fear,".
Output only one final label.

Input text:
i hate it when i feel fearful for absolutely no reason

Label:
assistant
<think>

</think>

fear",92,41,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i am feeling outraged it shows everywhere,anger,anger,", surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling outraged it shows everywhere

Label:
assistant
<think>

</think>

anger",88,45,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i stole a book from one of my all time favorite authors and now i feel like a rotten person,sadness,sadness,"one of my all time favorite authors and now i feel like a rotten person

Label:
assistant
<think>

</think>

sadness",101,32,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i do feel insecure sometimes but who doesnt,fear,fear,"Think step by step internally.
Output only one final label.

Input text:
i do feel insecure sometimes but who doesnt

Label:
assistant
<think>

</think>

fear",89,44,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i highly recommend visiting on a wednesday if youre able because its less crowded so you get to ask the farmers more questions without feeling rude for holding up a line,anger,joy,"up a line

Label:
assistant
<think>

</think>

joy",113,20,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
ive been missing him and feeling so restless at home thinking of him,fear,sadness,"one final label.

Input text:
ive been missing him and feeling so restless at home thinking of him

Label:
assistant
<think>

</think>

sadness",94,39,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i posted on my facebook page earlier this week ive been feeling a little grumpy and out of sorts the past few days,anger,anger,"little grumpy and out of sorts the past few days

Label:
assistant
<think>

</think>

anger",105,28,133,0.08093479918534285,0.5895,0.5895,0.4257633895084954
i start to feel emotional,sadness,sadness,"Think step by step internally.
Output only one final label.

Input text:
i start to feel emotional

Label:
assistant
<think>

</think>

sadness",86,40,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel so cold a href http irish,anger,fear,"only one final label.

Input text:
i feel so cold a href http irish

Label:
assistant
<think>

</think>

fear",90,36,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel like i m defective or something for not having baby fever,sadness,sadness,":
i feel like i m defective or something for not having baby fever

Label:
assistant
<think>

</think>

sadness",94,32,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel more virtuous than when i eat veggies dipped in hummus,joy,joy,"i feel more virtuous than when i eat veggies dipped in hummus

Label:
assistant
<think>

</think>

joy",95,31,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel very honoured to be included in a magzine which prioritises health and clean living so highly im curious do any of you read magazines concerned with health and clean lifestyles such as the green parent,joy,joy,joy,121,5,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i spent the last two weeks of school feeling miserable,sadness,sadness,"final label.

Input text:
i spent the last two weeks of school feeling miserable

Label:
assistant
<think>

</think>

sadness",91,35,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
im feeling very peaceful about our wedding again now after having,joy,joy,".

Input text:
im feeling very peaceful about our wedding again now after having

Label:
assistant
<think>

</think>

joy",92,34,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i had been talking to coach claudia barcomb and coach ali boe for a long time and they both made me feel very welcomed at union,joy,joy,":
assistant
<think>

</think>

joy",111,15,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel if i completely hated things i d exercise my democratic right speak my mind in what ever ways possible and try to enact a change,anger,anger,"change

Label:
assistant
<think>

</think>

anger",108,18,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel humiliated embarrassed or foolish i will remember that others have felt the same way because of the same kinds of things and i will be kind and helpful and accepting,sadness,sadness,"assistant
<think>

</think>

sadness",114,12,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel reassured that i am dealing with my diet in the right way and that all is good,joy,joy,"the right way and that all is good

Label:
assistant
<think>

</think>

joy",101,25,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel i have to agree with her even though i can imagine some rather unpleasant possible cases,sadness,fear,"even though i can imagine some rather unpleasant possible cases

Label:
assistant
<think>

</think>

fear",99,27,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
im in such a happy mood today i feel almost delighted and i havent done anything different today then i normally have it is wonderful,joy,joy,"is wonderful

Label:
assistant
<think>

</think>

joy",107,19,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
im feeling really out of place and irritated,anger,anger,"Output only one final label.

Input text:
im feeling really out of place and irritated

Label:
assistant
<think>

</think>

anger",89,37,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i also know that i feel nothing than a friendly affection to them too,joy,love,"i also know that i feel nothing than a friendly affection to them too

Label:
assistant
<think>

</think>

love",95,31,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
i feel like i had a rather productive weekend and i cant always say that no matter how much i get done,joy,joy,"matter how much i get done

Label:
assistant
<think>

</think>

joy",103,23,126,0.08099951643816894,0.5895,0.5895,0.4257633895084954
im feeling insecure at the moment,fear,sadness,", fear, surprise
Think step by step internally.
Output only one final label.

Input text:
im feeling insecure at the moment

Label:
assistant
<think>

</think>

sadness",87,46,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i was feeling pretty anxious all day but my first day at work was a very good day and that helped a lot,fear,joy,"at work was a very good day and that helped a lot

Label:
assistant
<think>

</think>

joy",104,29,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i stood up to you i finally stood up to you and now i feel like im being punished if i could go back and do it again,sadness,sadness,"could go back and do it again

Label:
assistant
<think>

</think>

sadness",109,24,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i feel a little nervous i go to the gym,fear,fear,"step internally.
Output only one final label.

Input text:
i feel a little nervous i go to the gym

Label:
assistant
<think>

</think>

fear",91,42,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i feel like i could go into any situation and become successful because i ve been competing all my life explained schaub in an interview with the a href http bleacherreport,joy,joy,"report

Label:
assistant
<think>

</think>

joy",115,18,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i can t stop the anxiety i feel when i m alone when i ve got no distractions,sadness,fear,"can t stop the anxiety i feel when i m alone when i ve got no distractions

Label:
assistant
<think>

</think>

fear",99,34,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
im trying to feel out my house style now that im living on my own and have creative carte blanche,joy,joy,"my house style now that im living on my own and have creative carte blanche

Label:
assistant
<think>

</think>

joy",101,32,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends,sadness,sadness,"assistant
<think>

</think>

sadness",121,12,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i had every intention of doing more gardening this morning while it was still cool but i was just feeling so rotten,sadness,sadness,"morning while it was still cool but i was just feeling so rotten

Label:
assistant
<think>

</think>

sadness",103,30,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i have a good feeling about this so i am excited,joy,joy,".
Output only one final label.

Input text:
i have a good feeling about this so i am excited

Label:
assistant
<think>

</think>

joy",92,41,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i feel like i am just starting to understand the blessings that come from being submissive to the will of the father,sadness,love,"the blessings that come from being submissive to the will of the father

Label:
assistant
<think>

</think>

love",103,30,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i think about the things ive said and the stuff i have done it makes me feel disgusted in myself when i should be making you happy and smile which i was far from doing,anger,sadness,"Label:
assistant
<think>

</think>

sadness",116,17,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i woke up yesterday monday morning feeling a little depressed,sadness,sadness,"step internally.
Output only one final label.

Input text:
i woke up yesterday monday morning feeling a little depressed

Label:
assistant
<think>

</think>

sadness",91,42,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i feel so embarrassed,sadness,anger,", love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel so embarrassed

Label:
assistant
<think>

</think>

anger",85,48,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i spent wandering around still kinda dazed and not feeling particularly sociable but because id been in hiding for a couple for days and it was getting to be a little unhealthy i made myself go down to the cross and hang out with folks,joy,sadness,sadness,128,5,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i can honestly say that after each sistahs chat i feel invigorated and blessed,joy,joy,"can honestly say that after each sistahs chat i feel invigorated and blessed

Label:
assistant
<think>

</think>

joy",99,34,133,0.08334458274839562,0.5895,0.5895,0.4257633895084954
i still feel stupid to be in that class this is all cause off pbss fault,sadness,anger,"is all cause off pbss fault

Label:
assistant
<think>

</think>

anger",98,24,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling,surprise,surprise,"Label:
assistant
<think>

</think>

surprise",105,17,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i admit im feeling a little bit unloved at this point,sadness,sadness,"im feeling a little bit unloved at this point

Label:
assistant
<think>

</think>

sadness",94,28,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel a bit stressed even though all the things i have going on are fun,anger,fear,"the things i have going on are fun

Label:
assistant
<think>

</think>

fear",97,25,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
im feeling pretty anxious,fear,fear,"by step internally.
Output only one final label.

Input text:
im feeling pretty anxious

Label:
assistant
<think>

</think>

fear",85,37,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel shocked and sad at the fact that there are so many sick people,surprise,sadness,"the fact that there are so many sick people

Label:
assistant
<think>

</think>

sadness",96,26,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i think they have always been proponents of the idea and it is just slightly possible that his feelings for a particularly charming new england girl have brought him around to their way of thinking,joy,joy,joy,117,5,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel like a naughty school girl because i am falling behind,love,sadness,"i feel like a naughty school girl because i am falling behind

Label:
assistant
<think>

</think>

sadness",93,29,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i am right handed however i play billiards left handed naturally so me trying to play right handed feels weird,surprise,surprise,"handed feels weird

Label:
assistant
<think>

</think>

surprise",102,20,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i can feel that they are kind friendly and can understand my feelings,joy,joy,"feel that they are kind friendly and can understand my feelings

Label:
assistant
<think>

</think>

joy",94,28,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land,love,love,":
assistant
<think>

</think>

love",107,15,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems,anger,anger,"assistant
<think>

</think>

anger",108,14,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel transcendant and splendid,joy,joy,"Output only one final label.

Input text:
i feel transcendant and splendid

Label:
assistant
<think>

</think>

joy",87,35,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i finally arrived home a couple of hours later feeling somewhat exhausted dehydrated and even sun burnt,sadness,sadness,"ated and even sun burnt

Label:
assistant
<think>

</think>

sadness",100,22,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i am feeling totally relaxed and comfy,joy,joy,"only one final label.

Input text:
i am feeling totally relaxed and comfy

Label:
assistant
<think>

</think>

joy",88,34,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i want each of you to feel my gentle embrace,love,love,"Input text:
i want each of you to feel my gentle embrace

Label:
assistant
<think>

</think>

love",91,31,122,0.0800106942479033,0.5895,0.5895,0.4257633895084954
i feel privileged in my world,joy,joy,"final label.

Input text:
i feel privileged in my world

Label:
assistant
<think>

</think>

joy",87,31,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage,anger,anger,"assistant
<think>

</think>

anger",107,11,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i realized my mistake and i m really feeling terrible and thinking that i shouldn t do that,sadness,sadness,"do that

Label:
assistant
<think>

</think>

sadness",99,19,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i suppose i feel too trusting sometimes,joy,sadness,".

Input text:
i suppose i feel too trusting sometimes

Label:
assistant
<think>

</think>

sadness",88,30,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i came home waiting for the shower read something which made me upset thats why i feel discontent haha,sadness,sadness,"haha

Label:
assistant
<think>

</think>

sadness",100,18,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i woke up feeling crappy tired and fighting this feeling all day maybe it is all the pollen the barometric pressure i dont know i know i was off kilter,sadness,sadness,sadness,113,5,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i feel like i am in paradise kissing those sweet lips make me feel like i dive into a magical world of love,joy,love,"assistant
<think>

</think>

love",104,14,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i am feeling so happy,joy,joy,"only one final label.

Input text:
i am feeling so happy

Label:
assistant
<think>

</think>

joy",86,32,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i am running at an approximate minute pace which i feel is quite acceptable,joy,joy,"which i feel is quite acceptable

Label:
assistant
<think>

</think>

joy",95,23,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i feel so disappointed when my ex girlfriend doesn t call me back,sadness,sadness,"ex girlfriend doesn t call me back

Label:
assistant
<think>

</think>

sadness",94,24,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i have a feeling that people are using it more than they need to and enjoying the feeling as it flies carefree off the tongue but that is alright with me,joy,joy,joy,113,5,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i am feeling uncertain of the merits of posting to this blog with the frequency or earnestness i had been over the previous year,fear,fear,"assistant
<think>

</think>

fear",106,12,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i just plain feel envious of the self confidence they had,anger,anger,"envious of the self confidence they had

Label:
assistant
<think>

</think>

anger",93,25,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i was feeling weird the other day and it went away about minutes after i took my metformin,fear,surprise,"Label:
assistant
<think>

</think>

surprise",101,17,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
when a friend dropped a frog down my neck,anger,surprise,":
when a friend dropped a frog down my neck

Label:
assistant
<think>

</think>

surprise",90,28,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
im feeling angry at someone i do something thoughtful for her and my feelings toward her soften,anger,anger,"toward her soften

Label:
assistant
<think>

</think>

anger",98,20,118,0.08005811493421788,0.5895,0.5895,0.4257633895084954
i love neglecting this blog but sometimes i feel for my faithful readers,love,love,"i love neglecting this blog but sometimes i feel for my faithful readers

Label:
assistant
<think>

</think>

love",95,31,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i lay in bed feeling as though i were awaiting an unwelcome visitor nevertheless i told myself i was strong and thought of good things until i felt better,sadness,sadness,":
assistant
<think>

</think>

sadness",111,15,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i feel my heart is tortured by what i have done,anger,sadness,".

Input text:
i feel my heart is tortured by what i have done

Label:
assistant
<think>

</think>

sadness",92,34,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i was still feeling weepy and strung out so maggie treated me to ice cream and a movie a href http www,sadness,joy,"href http www

Label:
assistant
<think>

</think>

joy",106,20,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i feel needy but comfortable with it i feel vulnerable but secure i feel the urge to cum hard but i get no relief,sadness,sadness,"i get no relief

Label:
assistant
<think>

</think>

sadness",105,21,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i journaled about my tendency to sometimes overcommit myself which can make me feel exhausted and overwhelmed,sadness,sadness,"which can make me feel exhausted and overwhelmed

Label:
assistant
<think>

</think>

sadness",101,25,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i started out feeling discouraged this morning,sadness,sadness,"internally.
Output only one final label.

Input text:
i started out feeling discouraged this morning

Label:
assistant
<think>

</think>

sadness",88,38,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i feel agitated with myself that i did not foresee her frustrations earlier leading to the ending of our relationship,fear,sadness,"leading to the ending of our relationship

Label:
assistant
<think>

</think>

sadness",102,24,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i grab it from the air its smooth frame feels cold to the touch,anger,surprise,"i grab it from the air its smooth frame feels cold to the touch

Label:
assistant
<think>

</think>

surprise",95,31,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,anger,anger,"with his pals

Label:
assistant
<think>

</think>

anger",106,20,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i hate that i m sitting here at the hostel writing this and feeling so perfectly fine and than i get home and it s me and my problems and a wall,joy,anger,"assistant
<think>

</think>

anger",113,13,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i do exercise i feel energetic and i am able to perform my other tasks in a very good manner,joy,joy,"my other tasks in a very good manner

Label:
assistant
<think>

</think>

joy",101,25,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i looked at mabel this morning i named my left breast mabel my right one is hazel and i feel this weird mixture of anger and loss valerie wrote less than a month after her diagnosis,fear,anger,anger,121,5,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
im feeling pretty disheartened by the whole thing,sadness,sadness,"final label.

Input text:
im feeling pretty disheartened by the whole thing

Label:
assistant
<think>

</think>

sadness",91,35,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i feel that an input from me will be valued as being less potent than say that of irfan pathan,joy,sadness,"that of irfan pathan

Label:
assistant
<think>

</think>

sadness",103,23,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i feel is he generous,love,anger,"Think step by step internally.
Output only one final label.

Input text:
i feel is he generous

Label:
assistant
<think>

</think>

anger",86,40,126,0.08116961500127218,0.5895,0.5895,0.4257633895084954
i even feel a little shaky,fear,fear,"labels.
Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i even feel a little shaky

Label:
assistant
<think>

</think>

fear",87,59,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i am feeling better though i dont sound it,joy,sadness,"sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling better though i dont sound it

Label:
assistant
<think>

</think>

sadness",90,56,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i always feel troubled when we re on the road touring living in a van or more recently in the circus buses no place to hang my hat as the song lyric has it,sadness,sadness,"circus buses no place to hang my hat as the song lyric has it

Label:
assistant
<think>

</think>

sadness",115,31,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel our world then was a much more innocent place,joy,sadness,"love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel our world then was a much more innocent place

Label:
assistant
<think>

</think>

sadness",92,54,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel thoroughly virtuous even if the daily trip to the compost bin isn t the most pleasant experience,joy,joy,"final label.

Input text:
i feel thoroughly virtuous even if the daily trip to the compost bin isn t the most pleasant experience

Label:
assistant
<think>

</think>

joy",101,45,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
im not feeling anything suspicious really,fear,surprise,"labels.
Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
im not feeling anything suspicious really

Label:
assistant
<think>

</think>

surprise",87,59,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i was feeling a little sentimental today,sadness,sadness,"Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i was feeling a little sentimental today

Label:
assistant
<think>

</think>

sadness",88,58,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel like i know who most of them are by now and am starting to develop my likes and dislikes though i have not been keen on the snap evictions they have seemed pretty pointless the first one to go returned and the two webmates made absolutely zero impact on me so they won t be missed,joy,anger,anger,141,5,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel less whiney since the sun came out here in the sf area,sadness,joy,"by step internally.
Output only one final label.

Input text:
i feel less whiney since the sun came out here in the sf area

Label:
assistant
<think>

</think>

joy",97,49,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
made a wonderfull new friend,joy,joy,"labels.
Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
made a wonderfull new friend

Label:
assistant
<think>

</think>

joy",87,59,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel almost embarrassed to mention the single redshank and common sandpiper but there again who would not want to mention the lone wood sandpiper present at the waters edge,sadness,joy,"mention the lone wood sandpiper present at the waters edge

Label:
assistant
<think>

</think>

joy",117,29,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i know its easy to feel a little envious of me and i cant tell you that you shouldnt,anger,sadness,".

Input text:
i know its easy to feel a little envious of me and i cant tell you that you shouldnt

Label:
assistant
<think>

</think>

sadness",102,44,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i would feel awful if she was here this whole time,sadness,sadness,"love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i would feel awful if she was here this whole time

Label:
assistant
<think>

</think>

sadness",92,54,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel very mislead by someone that i really really thought i knew and liked very much so,love,anger,"only one final label.

Input text:
i feel very mislead by someone that i really really thought i knew and liked very much so

Label:
assistant
<think>

</think>

anger",100,46,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i feel like we are doomed us humans,sadness,sadness,"labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel like we are doomed us humans

Label:
assistant
<think>

</think>

sadness",89,57,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i am going to have to check on in just a few minutes but there is this clock up above the screen that keeps ticking down the minutes i have left so am feeling a bit frantic,fear,fear,"the minutes i have left so am feeling a bit frantic

Label:
assistant
<think>

</think>

fear",118,28,146,0.0853823164361529,0.5895,0.5895,0.4257633895084954
i got the sleep but if i could choose not to be woken up by an alarm i d definitely take that over anything it makes me feel so groggy,sadness,anger,"take that over anything it makes me feel so groggy

Label:
assistant
<think>

</think>

anger",114,29,143,0.08414308850115049,0.5895,0.5895,0.4257633895084954
