Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,rouge1,rouge2,rougeL
trinidad and tobago poll draws heavy turnout by john babb,"turnout was heavy for parliamentary elections monday in trinidad and tobago after a month of intensive campaigning throughout the country , one of the most prosperous in the caribbean .","Expanded text:
In Trinidad and Tobago, a recent poll has drawn an impressive level of participation. This significant turnout has been meticulously documented by the esteemed journalist, John Babb. Babb's comprehensive coverage of the poll's heavy turnout has provided the public with valuable insights into the political landscape of Trinidad and Tobago.","Expanded text:
In Trinidad and Tobago, a recent poll has drawn an impressive level of participation. This significant turnout has been meticulously documented by the esteemed journalist, John Babb. Babb's comprehensive coverage of the poll's heavy turnout has provided the public with valuable insights into the political landscape of Trinidad and Tobago.",63,132,195,0.257910445876405,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
jordan 's crown prince makes first visit to jerusalem,jordan 's crown prince hassan ibn talal arrived tuesday for his first visit to jerusalem and was to pay his condolences to the widow of assassinated prime minister yitzhak rabin .,"Expanded text:
Jordan's Crown Prince, a figure of significant importance within the Hashemite Kingdom, has embarked on a historic journey. This journey marks the Crown Prince's first visit to Jerusalem, a city of profound religious and historical significance.

The visit is expected to be laden with symbolic importance, as it represents a significant step in the Crown Prince's public life and his role in shaping Jordan's future.

Moreover, the visit to Jerusalem is anticipated to foster stronger diplomatic ties between Jordan and Israel, as well as to deepen the cultural and religious exchanges between the two nations.","Expanded text:
Jordan's Crown Prince, a figure of significant importance within the Hashemite Kingdom, has embarked on a historic journey. This journey marks the Crown Prince's first visit to Jerusalem, a city of profound religious and historical significance.

The visit is expected to be laden with symbolic importance, as it represents a significant step in the Crown Prince's public life and his role in shaping Jordan's future.

Moreover, the visit to Jerusalem is anticipated to foster stronger diplomatic ties between Jordan and Israel, as well as to deepen the cultural and religious exchanges between the two nations.",62,133,195,0.257910445876405,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
walesa receives opposition boost,poland 's main opposition party tuesday endorsed president lech walesa in an upcoming presidential run-off election after a reformed communist won the first round of voting .,"walesa receives opposition boost

Expanded text:
Lech Wałęsa, the iconic leader of the Solidarity movement in Poland, has recently received a significant boost from the opposition. This newfound support is expected to bolster Wałęsa's influence and potentially reshape the political landscape in Poland.","walesa receives opposition boost

Expanded text:
Lech Wałęsa, the iconic leader of the Solidarity movement in Poland, has recently received a significant boost from the opposition. This newfound support is expected to bolster Wałęsa's influence and potentially reshape the political landscape in Poland.",56,139,195,0.257910445876405,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
rand gains ground,"the rand gained ground against the dollar at the opening here wednesday , to #.#### \/ ## to the greenback from #.#### \/ ## at the close tuesday .","final expanded text.

Input:
rand gains ground

Expanded text:
In the ever-evolving landscape of the digital realm, a remarkable entity known as RAND has been making significant strides. Over time, RAND has gained considerable ground, solidifying its position as a leading force in the fields of public policy, national security, and economic development.","final expanded text.

Input:
rand gains ground

Expanded text:
In the ever-evolving landscape of the digital realm, a remarkable entity known as RAND has been making significant strides. Over time, RAND has gained considerable ground, solidifying its position as a leading force in the fields of public policy, national security, and economic development.",53,142,195,0.257910445876405,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
amnesty deplores human rights violations in guinea,"arbitrary arrests , torture , prisoners dying in detention and the death penalty are current practices in guinea , human rights organization amnesty international said thursday in a report published here .","inea

Expanded text:
The Amnesty International organization has expressed deep regret over the ongoing human rights violations that have been reported in Guinea. These violations, which include arbitrary detentions, enforced disappearances, and the use of excessive force by security forces, have caused immense suffering and distress to the affected individuals and communities in Guinea.","inea

Expanded text:
The Amnesty International organization has expressed deep regret over the ongoing human rights violations that have been reported in Guinea. These violations, which include arbitrary detentions, enforced disappearances, and the use of excessive force by security forces, have caused immense suffering and distress to the affected individuals and communities in Guinea.",61,134,195,0.257910445876405,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
canada investigates syrian woman with alleged ties to pkk,"a young syrian woman who was arrested last year on terrorism charges at the airport here had a map of us military facilities in turkey , a canadian security official said thursday .","Expanded text:
Canada is currently conducting an investigation into a Syrian woman who is suspected of having ties to the Kurdistan Workers' Party (PKK). The investigation is being carried out by Canadian law enforcement agencies, who are working diligently to gather evidence and ascertain the woman's level of involvement with the PKK.","Expanded text:
Canada is currently conducting an investigation into a Syrian woman who is suspected of having ties to the Kurdistan Workers' Party (PKK). The investigation is being carried out by Canadian law enforcement agencies, who are working diligently to gather evidence and ascertain the woman's level of involvement with the PKK.",62,133,195,0.257910445876405,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
hong kong us sign breakthrough aviation pact,hong kong signed a breakthrough air services agreement with the united states on friday that will allow us airlines to carry freight to asian destinations via the territory .,"us sign breakthrough aviation pact

Expanded text:
In a significant development in the aviation sector, Hong Kong and the United States have successfully signed a breakthrough aviation pact. This landmark agreement is poised to enhance cooperation and mutual benefits in the aviation industry between the two nations.","us sign breakthrough aviation pact

Expanded text:
In a significant development in the aviation sector, Hong Kong and the United States have successfully signed a breakthrough aviation pact. This landmark agreement is poised to enhance cooperation and mutual benefits in the aviation industry between the two nations.",59,138,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
us citizen who spied for east germans given suspended sentence,a us citizen who spied for communist east germany was given a suspended jail sentence of ## months here friday .,"suspended sentence

Expanded text:
In a notable case that has garnered significant attention, a United States citizen was found guilty of espionage on behalf of the East German intelligence agency. Despite the gravity of the charges, the presiding judge decided to impose a suspended sentence. This decision has sparked a heated debate among legal experts, citizens, and political figures alike, concerning the appropriate punishment for espionage and the broader implications of the judicial system's leniency in such cases.","suspended sentence

Expanded text:
In a notable case that has garnered significant attention, a United States citizen was found guilty of espionage on behalf of the East German intelligence agency. Despite the gravity of the charges, the presiding judge decided to impose a suspended sentence. This decision has sparked a heated debate among legal experts, citizens, and political figures alike, concerning the appropriate punishment for espionage and the broader implications of the judicial system's leniency in such cases.",62,135,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
americans lead UNK by ## strokes,davis love said he was thinking of making the world cup of golf a full time occupation after taking a ## stroke lead over japan in the event with us partner fred couples here on saturday .,"UNK by ## strokes

Expanded text:
In a remarkable display of competitive prowess, a group of Americans have managed to outperform their competitors by an impressive margin of ## strokes. This outstanding achievement not only highlights the exceptional skill and dedication of the American competitors, but also serves as a testament to the competitive spirit that drives athletes to push their limits and achieve greatness.","UNK by ## strokes

Expanded text:
In a remarkable display of competitive prowess, a group of Americans have managed to outperform their competitors by an impressive margin of ## strokes. This outstanding achievement not only highlights the exceptional skill and dedication of the American competitors, but also serves as a testament to the competitive spirit that drives athletes to push their limits and achieve greatness.",59,138,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
french keep same team for #nd test,"france , still high after their convincing ##-## win over new zealand have named the same team for the second test next saturday in paris .","team for #nd test

Expanded text:
In French, it is common to maintain the same team composition for the #nd test. This approach is often taken to ensure consistency and continuity in the team's performance. By keeping the same team for the #nd test, the French team aims to build upon their previous successes and maintain a strong presence in the competition.","team for #nd test

Expanded text:
In French, it is common to maintain the same team composition for the #nd test. This approach is often taken to ensure consistency and continuity in the team's performance. By keeping the same team for the #nd test, the French team aims to build upon their previous successes and maintain a strong presence in the competition.",59,138,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
chicago # ## # # ## green bay ## # # # ##,"#st quarter : chi - td , curtis conway ## UNK pass from erik kramer -lrb- kevin butler kick -rrb- , #:## .","Expanded text:
In the bustling metropolis of Chicago, a city known for its vibrant culture, architectural wonders, and a rich history, there exists a unique and intriguing phenomenon. This phenomenon is marked by a series of symbols and numbers, which are used to denote various aspects of the city's life and culture.

One such aspect is the city's sports culture, which is particularly evident in the passionate rivalry between the Chicago Bears and the Green Bay Packers. This rivalry is not only a testament to the deep-seated loyalty of the fans of both teams, but it also serves as a microcosm of the broader sports culture that thrives in the heart","Expanded text:
In the bustling metropolis of Chicago, a city known for its vibrant culture, architectural wonders, and a rich history, there exists a unique and intriguing phenomenon. This phenomenon is marked by a series of symbols and numbers, which are used to denote various aspects of the city's life and culture.

One such aspect is the city's sports culture, which is particularly evident in the passionate rivalry between the Chicago Bears and the Green Bay Packers. This rivalry is not only a testament to the deep-seated loyalty of the fans of both teams, but it also serves as a microcosm of the broader sports culture that thrives in the heart",64,133,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
nigerian plane crashes on landing killing at least ##,"at least ## people were killed when a nigeria airways airliner crashed on landing monday at kaduna airport in the north of the country , airport officials said .","at least ##

Expanded text:
A Nigerian plane met with a tragic fate as it crashed during the landing phase. The devastating accident resulted in the loss of life for at least ## individuals on board. The crash has left the nation in shock, with families and friends mourning the sudden and untimely demise of their loved ones.","at least ##

Expanded text:
A Nigerian plane met with a tragic fate as it crashed during the landing phase. The devastating accident resulted in the loss of life for at least ## individuals on board. The crash has left the nation in shock, with families and friends mourning the sudden and untimely demise of their loved ones.",61,136,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
algerian presidential candidates wind up campaign by richard palmer,the four candidates in algeria 's first free presidential election held final rallies monday amid tight security as some voters began casting their ballots three days ahead of the main poll .,"mer

Expanded text:
In the final stages of the intense Algerian presidential election campaign, the candidates have all wound up their campaigns with a final flourish. This culminating event has been meticulously planned and executed, showcasing the candidates' final pitches to the electorate.

This grand finale of the campaign has been brought to the public's attention by the renowned journalist Richard Palmer. Palmer, known for his insightful reporting on North African politics, has provided a detailed account of the winding up of the Algerian presidential candidates' campaigns.

Palmer's narrative not only captures the essence of the final campaign events but also delves into the strategies employed by the candidates, the public's","mer

Expanded text:
In the final stages of the intense Algerian presidential election campaign, the candidates have all wound up their campaigns with a final flourish. This culminating event has been meticulously planned and executed, showcasing the candidates' final pitches to the electorate.

This grand finale of the campaign has been brought to the public's attention by the renowned journalist Richard Palmer. Palmer, known for his insightful reporting on North African politics, has provided a detailed account of the winding up of the Algerian presidential candidates' campaigns.

Palmer's narrative not only captures the essence of the final campaign events but also delves into the strategies employed by the candidates, the public's",63,134,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
unicef concerned about welfare of children in former communist states,the united nations children 's fund -lrb- unicef -rrb- has voiced concern over the plight of children in much of eastern europe where communism was abruptly dismantled and state services allowed to erode .,"communist states

Expanded text:
The United Nations Children's Fund (UNICEF) has recently expressed deep concern over the welfare of children in countries that were once part of the communist bloc. This concern stems from a variety of factors, including the lingering effects of economic restructuring, the potential for social and political instability, and the ongoing challenges related to access to education, healthcare, and basic necessities.

UNICEF's role in addressing these concerns is multifaceted. The organization works closely with governments, civil society, and other stakeholders to ensure that the rights and well-being of children are at the forefront of national and international policies and programs.

In the former communist states","communist states

Expanded text:
The United Nations Children's Fund (UNICEF) has recently expressed deep concern over the welfare of children in countries that were once part of the communist bloc. This concern stems from a variety of factors, including the lingering effects of economic restructuring, the potential for social and political instability, and the ongoing challenges related to access to education, healthcare, and basic necessities.

UNICEF's role in addressing these concerns is multifaceted. The organization works closely with governments, civil society, and other stakeholders to ensure that the rights and well-being of children are at the forefront of national and international policies and programs.

In the former communist states",62,135,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
swedish un soldier in bosnia killed by stray bullet,"a swedish un soldier in bosnia was shot and killed by a stray bullet on tuesday in an incident authorities are calling an accident , military officials in stockholm said tuesday .","by stray bullet

Expanded text:
In a tragic turn of events, a Swedish United Nations soldier serving in the war-torn region of Bosnia was tragically killed. The soldier, who was part of the peacekeeping forces aimed at restoring stability and security to the region, met his untimely demise as a result of a stray bullet. This incident serves as a stark reminder of the dangers faced by peacekeepers in conflict zones around the world.","by stray bullet

Expanded text:
In a tragic turn of events, a Swedish United Nations soldier serving in the war-torn region of Bosnia was tragically killed. The soldier, who was part of the peacekeeping forces aimed at restoring stability and security to the region, met his untimely demise as a result of a stray bullet. This incident serves as a stark reminder of the dangers faced by peacekeepers in conflict zones around the world.",61,136,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
us judge denies mexico 's extradition request for massieu,a us judge denied on tuesday a request for the extradition of former mexican deputy attorney general mario ruiz massieu to mexico where he is charged with a cover-up in his brother 's murder investigation .,"for massieu

Expanded text:
In a recent judicial decision within the United States, a federal judge has denied Mexico's extradition request for a certain individual known as Massieu. This decision has significant implications for the ongoing legal proceedings involving Massieu and the international legal framework governing extradition between the United States and Mexico.","for massieu

Expanded text:
In a recent judicial decision within the United States, a federal judge has denied Mexico's extradition request for a certain individual known as Massieu. This decision has significant implications for the ongoing legal proceedings involving Massieu and the international legal framework governing extradition between the United States and Mexico.",61,136,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
fred west told truth when he exonerated his wife of murder defense by UNK UNK,"fred west told the truth -- and should be believed -- when he exonerated his wife in the murders of ## young women before killing himself , a jury heard wednesday .","Fred West, a notorious figure in British criminal history, was once faced with a critical moment in his life. During the trial that would ultimately lead to his conviction for multiple murders, Fred West was presented with an opportunity to tell the truth.

In a surprising turn of events, Fred West chose to exonerate his wife of the murder charges that had been brought against her. This act of clearing his wife's name was a significant moment in the trial, as it directly contradicted the narrative that Fred West had been presenting throughout the proceedings.

The defense's strategy, which involved Fred West exonerating his wife, was a bold move","Fred West, a notorious figure in British criminal history, was once faced with a critical moment in his life. During the trial that would ultimately lead to his conviction for multiple murders, Fred West was presented with an opportunity to tell the truth.

In a surprising turn of events, Fred West chose to exonerate his wife of the murder charges that had been brought against her. This act of clearing his wife's name was a significant moment in the trial, as it directly contradicted the narrative that Fred West had been presenting throughout the proceedings.

The defense's strategy, which involved Fred West exonerating his wife, was a bold move",69,128,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
hoechst to invest total ### million us dollars in chinese operation,"german chemical giant hoechst group announced plans wednesday to invest ### million dollars in china next year , with the idea of getting a strong foothold in the fast growing economy , xinhua news agency reported .","operation

Expanded text:
Hoechst, a renowned multinational chemical company, has announced a significant investment strategy. The company plans to allocate a substantial sum of money, specifically a total of ### million US dollars, towards expanding and enhancing its operations within the Chinese market. This strategic move is expected to bolster Hoechst's presence in China, drive innovation, and contribute to the economic growth of both the company and the region.","operation

Expanded text:
Hoechst, a renowned multinational chemical company, has announced a significant investment strategy. The company plans to allocate a substantial sum of money, specifically a total of ### million US dollars, towards expanding and enhancing its operations within the Chinese market. This strategic move is expected to bolster Hoechst's presence in China, drive innovation, and contribute to the economic growth of both the company and the region.",63,134,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
roh coup plotter then democracy convert now in disgrace by UNK park,"roh tae-woo , the former south korean military UNK charged with corruption on thursday , oversaw the first tentative steps of his country 's transition from authoritarian rule to democracy .","Expanded text:
In a tumultuous political landscape, a figure known as Roh was implicated in a coup plot. Roh, once a fervent proponent of authoritarian rule, had been plotting to seize power and establish a regime that would silence dissent and concentrate power in the hands of a select few.

However, Roh's plans were thwarted, and he was exposed as the mastermind behind the coup plot. The revelation of Roh's treachery and his ambition to undermine democracy sent shockwaves through the political establishment.

In the aftermath of the failed coup, Roh found himself in disgrace. His reputation was tarnished, and he was widely seen as a","Expanded text:
In a tumultuous political landscape, a figure known as Roh was implicated in a coup plot. Roh, once a fervent proponent of authoritarian rule, had been plotting to seize power and establish a regime that would silence dissent and concentrate power in the hands of a select few.

However, Roh's plans were thwarted, and he was exposed as the mastermind behind the coup plot. The revelation of Roh's treachery and his ambition to undermine democracy sent shockwaves through the political establishment.

In the aftermath of the failed coup, Roh found himself in disgrace. His reputation was tarnished, and he was widely seen as a",65,132,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
man who killed baby to hear television better gets ## years,a court here thursday sentenced a ##-year-old man to ## years in jail after he admitted pummelling his baby son to death to silence him while watching television .,"gets ## years

Expanded text:
In a tragic and bizarre incident, a man who had caused the untimely death of a baby found himself in a peculiar predicament. The man, in an attempt to hear the television better, had inadvertently caused a significant amount of damage to his home. As a result of this incident, the man was sentenced to a term of years, which was determined by the severity of the damage and the man's criminal history.","gets ## years

Expanded text:
In a tragic and bizarre incident, a man who had caused the untimely death of a baby found himself in a peculiar predicament. The man, in an attempt to hear the television better, had inadvertently caused a significant amount of damage to his home. As a result of this incident, the man was sentenced to a term of years, which was determined by the severity of the damage and the man's criminal history.",61,136,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
clinton congress offer plans to end budget impasse,"president bill clinton said thursday he would propose a new plan to congress to reopen many government operations and end the budget impasse , but repeated his intention to veto a republican budget bill .","end budget impasse

Expanded text:
In a significant move aimed at resolving the ongoing budget impasse, former President Bill Clinton and members of Congress have jointly proposed a series of comprehensive plans. These plans are designed to address the root causes of the budget impasse, while also offering practical solutions that can be implemented in the near future.","end budget impasse

Expanded text:
In a significant move aimed at resolving the ongoing budget impasse, former President Bill Clinton and members of Congress have jointly proposed a series of comprehensive plans. These plans are designed to address the root causes of the budget impasse, while also offering practical solutions that can be implemented in the near future.",60,137,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
UNK latest east timorese asylum seekers leave for portugal,"five east timorese youths who scaled the french embassy 's fence here thursday , left the embassy on their way to portugal friday .","portugal

Expanded text:
The most recent batch of East Timorese asylum seekers has embarked on their journey towards Portugal. This group, which includes individuals seeking refuge from the challenges they face in East Timor, has now taken the significant step of leaving their home country.

The decision to migrate to Portugal is likely driven by a combination of factors, including the potential for improved living conditions, access to better healthcare, and the opportunity to receive education that may not be available in their home country.

As these East Timorese asylum seekers leave for Portugal, they carry with them the hope for a better future, away from the hardships they have experienced in East Timor","portugal

Expanded text:
The most recent batch of East Timorese asylum seekers has embarked on their journey towards Portugal. This group, which includes individuals seeking refuge from the challenges they face in East Timor, has now taken the significant step of leaving their home country.

The decision to migrate to Portugal is likely driven by a combination of factors, including the potential for improved living conditions, access to better healthcare, and the opportunity to receive education that may not be available in their home country.

As these East Timorese asylum seekers leave for Portugal, they carry with them the hope for a better future, away from the hardships they have experienced in East Timor",62,135,197,0.25863468037459825,0.2076631850188182,0.2076631850188182,0.055004473159587224,0.15079483358128154
