Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,accuracy,macro_f1
i don t feel particularly agitated,fear,sadness,", love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i don t feel particularly agitated

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i don t feel particularly agitated,"" which indicates a lack of strong emotions.

2. The phrase ""don't feel particularly"" suggests a mild or moderate emotional state.

3. The word ""agitated"" is a negative emotion, but the text indicates that the emotion is not particularly strong.

Based on this analysis, the input text does not convey a strong emotion, and the word ""agitated"" is negated by ""don't feel particularly.""

Final Label: sadness",73,154,227,0.27035964006245194,0.5715,0.5715,0.4206760208389277
i feel beautifully emotional knowing that these women of whom i knew just a handful were holding me and my baba on our journey,sadness,love,"just a handful were holding me and my baba on our journey

Label:
love",91,136,227,0.27035964006245194,0.5715,0.5715,0.4206760208389277
i pay attention it deepens into a feeling of being invaded and helpless,fear,fear,".
Output only one final label.

Input text:
i pay attention it deepens into a feeling of being invaded and helpless

Label:
fear",80,147,227,0.27035964006245194,0.5715,0.5715,0.4206760208389277
i just feel extremely comfortable with the group of people that i dont even need to hide myself,joy,love,"text:
i just feel extremely comfortable with the group of people that i dont even need to hide myself

Label:
love",84,143,227,0.27035964006245194,0.5715,0.5715,0.4206760208389277
i find myself in the odd position of feeling supportive of,love,joy,"Think step by step internally.
Output only one final label.

Input text:
i find myself in the odd position of feeling supportive of

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i find myself in the odd position of feeling supportive of.""

2. The phrase ""feeling supportive of"" indicates a positive sentiment towards something or someone.

3. The text does not explicitly express strong emotions like joy, love, anger, fear, or surprise.

Based on the analysis, the final label for the input text is:

Label: joy",77,150,227,0.27035964006245194,0.5715,0.5715,0.4206760208389277
i was feeling as heartbroken as im sure katniss was,sadness,sadness,"step internally.
Output only one final label.

Input text:
i was feeling as heartbroken as im sure katniss was

Label:
sadness",79,148,227,0.27035964006245194,0.5715,0.5715,0.4206760208389277
i feel a little mellow today,joy,joy,"labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel a little mellow today

Label:
Step 1: Analyze the keywords in the input text. Keywords here include ""feel,"" ""mellow,"" and ""today.""

Step 2: Determine the emotional tone of the keywords. In this case, ""mellow"" suggests a relaxed or calm state of mind.

Step 3: Compare the emotional tone with the candidate labels. The label that best matches the relaxed and calm tone is ""joy.""

Final Label: joy",73,162,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i feel like my only role now would be to tear your sails with my pessimism and discontent,sadness,sadness,"label.

Input text:
i feel like my only role now would be to tear your sails with my pessimism and discontent

Label:
sadness",85,150,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i feel just bcoz a fight we get mad to each other n u wanna make a publicity n let the world knows about our fight,anger,anger,"other n u wanna make a publicity n let the world knows about our fight

Label:
anger",94,141,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i feel like reds and purples are just so rich and kind of perfect,joy,joy,"internally.
Output only one final label.

Input text:
i feel like reds and purples are just so rich and kind of perfect

Label:
joy",82,153,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
im not sure the feeling of loss will ever go away but it may dull to a sweet feeling of nostalgia at what i shared in this life with my dad and the luck i had to have a dad for years,sadness,sadness,"years

Label:
sadness",108,127,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i feel like ive gotten to know many of you through comments and emails and for that im appreciative and glad you are a part of this little space,joy,joy,"im appreciative and glad you are a part of this little space

Label:
joy",96,139,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i survey my own posts over the last few years and only feel pleased with vague snippets of a few of them only feel that little bits of them capture what its like to be me or someone like me in dublin in the st century,joy,joy,joy,113,122,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i also tell you in hopes that anyone who is still feeling stigmatized or ashamed of their mental health issues will let go of the stigma let go of the shame,sadness,sadness,"let go of the stigma let go of the shame

Label:
sadness",99,136,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i don t feel guilty like i m not going to be able to cook for him,sadness,sadness,"Output only one final label.

Input text:
i don t feel guilty like i m not going to be able to cook for him

Label:
sadness",83,152,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i hate it when i feel fearful for absolutely no reason,fear,fear,"anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i hate it when i feel fearful for absolutely no reason

Label:
fear",77,158,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i am feeling outraged it shows everywhere,anger,anger,"labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling outraged it shows everywhere

Label:
anger",73,162,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i stole a book from one of my all time favorite authors and now i feel like a rotten person,sadness,sadness,"Input text:
i stole a book from one of my all time favorite authors and now i feel like a rotten person

Label:
sadness",86,149,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i do feel insecure sometimes but who doesnt,fear,sadness,"sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i do feel insecure sometimes but who doesnt

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i do feel insecure sometimes,"" which indicates a feeling of insecurity. This feeling is generally associated with negative emotions.

2. The second part of the text, ""but who doesnt,"" suggests a sense of commonality or universality in the feeling of insecurity. This part of the text does not necessarily add a positive or negative connotation to the overall sentiment.

Considering the analysis above, the input text primarily conveys a feeling of insecurity, which is generally associated with negative emotions.

Label: sadness",74,161,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i highly recommend visiting on a wednesday if youre able because its less crowded so you get to ask the farmers more questions without feeling rude for holding up a line,anger,joy,"farmers more questions without feeling rude for holding up a line

Label:
joy",98,137,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
ive been missing him and feeling so restless at home thinking of him,fear,sadness,"surprise
Think step by step internally.
Output only one final label.

Input text:
ive been missing him and feeling so restless at home thinking of him

Label:
sadness",79,156,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i posted on my facebook page earlier this week ive been feeling a little grumpy and out of sorts the past few days,anger,anger,"page earlier this week ive been feeling a little grumpy and out of sorts the past few days

Label:
anger",90,145,235,0.24698365043695958,0.5715,0.5715,0.4206760208389277
i start to feel emotional,sadness,sadness,", joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i start to feel emotional

Label:
sadness",71,163,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel so cold a href http irish,anger,fear,", surprise
Think step by step internally.
Output only one final label.

Input text:
i feel so cold a href http irish

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i feel so cold,"" which indicates a negative emotional state.

2. The use of the word ""cold"" can be interpreted metaphorically to mean a lack of warmth or affection, which could be associated with sadness or fear.

3. The text then includes a URL and the word ""irish,"" which do not provide any clear emotional context.

Given the analysis above, the input text primarily conveys a negative emotional state, possibly indicating sadness or fear.

Label: fear",75,159,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel like i m defective or something for not having baby fever,sadness,sadness,".
Output only one final label.

Input text:
i feel like i m defective or something for not having baby fever

Label:
sadness",79,155,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel more virtuous than when i eat veggies dipped in hummus,joy,joy,"only one final label.

Input text:
i feel more virtuous than when i eat veggies dipped in hummus

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i feel more virtuous than when i eat veggies dipped in hummus.""

2. The word ""virtuous"" suggests a positive feeling or state of being.

3. The text also mentions a positive activity, which is eating veggies dipped in hummus.

Considering the analysis above, the text conveys a positive sentiment.

Label: joy",80,154,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel very honoured to be included in a magzine which prioritises health and clean living so highly im curious do any of you read magazines concerned with health and clean lifestyles such as the green parent,joy,joy,joy,106,128,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i spent the last two weeks of school feeling miserable,sadness,sadness,"Think step by step internally.
Output only one final label.

Input text:
i spent the last two weeks of school feeling miserable

Label:
sadness",76,158,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
im feeling very peaceful about our wedding again now after having,joy,joy,"step by step internally.
Output only one final label.

Input text:
im feeling very peaceful about our wedding again now after having

Label:
Step 1: Identify the sentiment expressed in the text. The text mentions ""feeling very peaceful"" and ""wedding.""

Step 2: Compare the sentiment with the candidate labels. The sentiment expressed is positive and related to a significant event (wedding).

Step 3: Select the label that best matches the sentiment and context of the text.

Label: joy",77,157,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i had been talking to coach claudia barcomb and coach ali boe for a long time and they both made me feel very welcomed at union,joy,joy,"me feel very welcomed at union

Label:
joy",96,138,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel if i completely hated things i d exercise my democratic right speak my mind in what ever ways possible and try to enact a change,anger,joy,"ever ways possible and try to enact a change

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i feel if i completely hated things,"" which indicates a strong emotional stance.

2. The text continues with ""i d exercise my democratic right,"" which shows a sense of responsibility and the desire to exercise rights.

3. The text then mentions ""speak my mind in what ever ways possible,"" which indicates a strong desire to express oneself freely.

4. Finally, the text ends with ""try to enact a change,"" which shows a proactive approach to making a difference.

Based on the analysis, the input text seems to convey",93,141,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel humiliated embarrassed or foolish i will remember that others have felt the same way because of the same kinds of things and i will be kind and helpful and accepting,sadness,sadness,"helpful and accepting

Label:
sadness",99,135,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel reassured that i am dealing with my diet in the right way and that all is good,joy,joy,"that i am dealing with my diet in the right way and that all is good

Label:
Step 1: Identify the overall sentiment of the text. The text mentions ""reassured,"" ""dealing with my diet in the right way,"" and ""all is good.""

Step 2: Compare the sentiment of the text with the candidate labels. The sentiment in the text is positive, as it expresses reassurance and a positive outlook on the diet.

Step 3: Select the candidate label that best matches the sentiment of the text. In this case, the sentiment is positive and expresses a sense of well-being and security.

Final Label: joy",86,148,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel i have to agree with her even though i can imagine some rather unpleasant possible cases,sadness,fear,"i feel i have to agree with her even though i can imagine some rather unpleasant possible cases

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i feel i have to agree with her,"" which indicates a sense of agreement or consensus, which could be associated with love or joy.

2. However, the text continues with ""even though i can imagine some rather unpleasant possible cases,"" which introduces a sense of concern or anticipation of negative outcomes.

Given this analysis, the text seems to convey a mix of agreement/consensus and concern/anticipation of negative outcomes.

Considering the candidate labels, the most fitting label for the input text would be:

Label: fear",84,150,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
im in such a happy mood today i feel almost delighted and i havent done anything different today then i normally have it is wonderful,joy,joy,"anything different today then i normally have it is wonderful

Label:
joy",92,142,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
im feeling really out of place and irritated,anger,surprise,", fear, surprise
Think step by step internally.
Output only one final label.

Input text:
im feeling really out of place and irritated

Label:
Step 1: Identify the sentiment words in the input text. In this case, ""out of place,"" ""irritated,"" and ""really"" (which intensifies the sentiment).

Step 2: Analyze the sentiment of these words. ""Out of place"" and ""irritated"" suggest a negative sentiment.

Step 3: Determine the overall sentiment of the input text based on the sentiment of the identified words. The overall sentiment appears to be negative.

Step 4: Match the overall sentiment to one of the candidate labels. Since the overall sentiment is negative, the most appropriate label from the candidate labels is """,74,160,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i also know that i feel nothing than a friendly affection to them too,joy,love,"only one final label.

Input text:
i also know that i feel nothing than a friendly affection to them too

Label:
love",80,154,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
i feel like i had a rather productive weekend and i cant always say that no matter how much i get done,joy,joy,"weekend and i cant always say that no matter how much i get done

Label:
joy",88,146,234,0.2600877305631002,0.5715,0.5715,0.4206760208389277
im feeling insecure at the moment,fear,fear,".
Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
im feeling insecure at the moment

Label:
Step 1: Identify the sentiment expressed in the text. The text says ""im feeling insecure at the moment.""

Step 2: Match the sentiment to one of the candidate labels. In this case, the sentiment expressed is related to a lack of confidence or self-assurance.

Step 3: Choose the candidate label that best fits the sentiment identified. In this case, the sentiment of insecurity aligns most closely with the label ""fear.""

Label: fear",72,169,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i was feeling pretty anxious all day but my first day at work was a very good day and that helped a lot,fear,fear,"pretty anxious all day but my first day at work was a very good day and that helped a lot

Label:
fear",89,152,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i stood up to you i finally stood up to you and now i feel like im being punished if i could go back and do it again,sadness,sadness,"i feel like im being punished if i could go back and do it again

Label:
sadness",94,147,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i feel a little nervous i go to the gym,fear,fear,"love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel a little nervous i go to the gym

Label:
Step 1: Identify the sentiment expressed in the text. The text mentions ""a little nervous.""

Step 2: Compare the sentiment identified with the candidate labels. The sentiment ""nervous"" aligns with the candidate label ""fear.""

Label: fear",76,165,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i feel like i could go into any situation and become successful because i ve been competing all my life explained schaub in an interview with the a href http bleacherreport,joy,joy,"interview with the a href http bleacherreport

Label:
joy",100,141,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i can t stop the anxiety i feel when i m alone when i ve got no distractions,sadness,fear,"one final label.

Input text:
i can t stop the anxiety i feel when i m alone when i ve got no distractions

Label:
fear",84,157,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
im trying to feel out my house style now that im living on my own and have creative carte blanche,joy,joy,":
im trying to feel out my house style now that im living on my own and have creative carte blanche

Label:
joy",87,154,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i have tried to see what it would be like if i liked one of my girl friends but it has never really worked and i can only ever feel an emotional connection to them because they are my friends,sadness,love,"are my friends

Label:
love",106,135,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i had every intention of doing more gardening this morning while it was still cool but i was just feeling so rotten,sadness,sadness,"had every intention of doing more gardening this morning while it was still cool but i was just feeling so rotten

Label:
sadness",88,153,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i have a good feeling about this so i am excited,joy,surprise,"anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i have a good feeling about this so i am excited

Label:
Step 1: Identify keywords and phrases in the input text that may indicate a particular emotion.

Keywords and phrases identified:
- good feeling
- excited

Step 2: Match the identified keywords and phrases to the candidate labels.

Matching:
- ""good feeling"" could be associated with joy or love.
- ""excited"" is a clear indicator of joy.

Step 3: Determine the most appropriate label based on the matches from Step 2.

Determination:
- While ""love"" could be a potential label, the text does not explicitly mention love.
- The text clearly indicates a positive emotion, which is joy.

Final",77,164,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i feel like i am just starting to understand the blessings that come from being submissive to the will of the father,sadness,love,"feel like i am just starting to understand the blessings that come from being submissive to the will of the father

Label:
love",88,153,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i think about the things ive said and the stuff i have done it makes me feel disgusted in myself when i should be making you happy and smile which i was far from doing,anger,sadness,"and smile which i was far from doing

Label:
sadness",101,140,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i woke up yesterday monday morning feeling a little depressed,sadness,sadness,"love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i woke up yesterday monday morning feeling a little depressed

Label:
sadness",76,165,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i feel so embarrassed,sadness,sadness,"from the candidate labels.
Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel so embarrassed

Label:
Step 1: Identify the sentiment expressed in the text. The text ""i feel so embarrassed"" indicates a negative sentiment.

Step 2: Analyze the specific emotion conveyed by the text. The word ""embarrassed"" suggests a feeling of shame or awkwardness.

Step 3: Match the identified emotion to one of the candidate labels. In this case, the emotion of embarrassment is closely related to the label ""sadness.""

Final Label: sadness",70,171,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i spent wandering around still kinda dazed and not feeling particularly sociable but because id been in hiding for a couple for days and it was getting to be a little unhealthy i made myself go down to the cross and hang out with folks,joy,sadness,sadness,113,128,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i can honestly say that after each sistahs chat i feel invigorated and blessed,joy,joy,"one final label.

Input text:
i can honestly say that after each sistahs chat i feel invigorated and blessed

Label:
Step 1: Identify the sentiment expressed in the text. The text mentions feeling ""invigorated and blessed.""

Step 2: Compare the sentiment with the candidate labels. The sentiment expressed is positive and uplifting.

Step 3: Select the candidate label that best matches the sentiment. In this case, the sentiment aligns with a feeling of rejuvenation and gratitude.

Final Label: joy",84,157,241,0.25738382849885966,0.5715,0.5715,0.4206760208389277
i still feel stupid to be in that class this is all cause off pbss fault,sadness,sadness,"feel stupid to be in that class this is all cause off pbss fault

Label:
sadness",83,147,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling,surprise,surprise,"the studio up until this morning are feeling

Label:
surprise",90,140,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i admit im feeling a little bit unloved at this point,sadness,sadness,"final label.

Input text:
i admit im feeling a little bit unloved at this point

Label:
sadness",79,151,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel a bit stressed even though all the things i have going on are fun,anger,sadness,"i feel a bit stressed even though all the things i have going on are fun

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i feel a bit stressed,"" which indicates a negative emotion.

2. The text then contrasts the stress with ""even though all the things i have going on are fun.""

3. The latter part of the text indicates that the activities mentioned are enjoyable, which could suggest a positive emotion.

Considering the overall sentiment of the text, which is a mix of negative stress and positive enjoyment, the text leans more towards a negative emotion due to the stress mentioned.

Label: sadness",82,148,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
im feeling pretty anxious,fear,fear,", love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
im feeling pretty anxious

Label:
Step 1: Identify the sentiment expressed in the text. The text says ""im feeling pretty anxious.""

Step 2: Match the sentiment to one of the candidate labels. Anxiety is a feeling of worry, nervousness, or unease, often about an imminent event or other uncertain or unknown events.

Step 3: Determine the label that best fits the sentiment. Anxiety is a form of worry or fear.

Final Label: fear",70,160,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel shocked and sad at the fact that there are so many sick people,surprise,sadness,"text:
i feel shocked and sad at the fact that there are so many sick people

Label:
sadness",81,149,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i think they have always been proponents of the idea and it is just slightly possible that his feelings for a particularly charming new england girl have brought him around to their way of thinking,joy,love,love,102,128,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel like a naughty school girl because i am falling behind,love,sadness,"only one final label.

Input text:
i feel like a naughty school girl because i am falling behind

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i feel like a naughty school girl because i am falling behind.""

2. The phrase ""i feel like a naughty school girl"" suggests a sense of playfulness or mischief, which could be associated with joy or love.

3. However, the phrase ""because i am falling behind"" introduces a sense of being behind or not meeting expectations, which can be associated with sadness or fear.

Given the analysis, the text seems to convey a mix of emotions, but the dominant feeling appears to be related to being behind or not meeting",78,152,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i am right handed however i play billiards left handed naturally so me trying to play right handed feels weird,surprise,surprise,"handed naturally so me trying to play right handed feels weird

Label:
surprise",87,143,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i can feel that they are kind friendly and can understand my feelings,joy,love,"final label.

Input text:
i can feel that they are kind friendly and can understand my feelings

Label:
love",79,151,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land,love,love,"but never in my beloved land

Label:
love",92,138,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems,anger,anger,"own house has similar problems

Label:
anger",93,137,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel transcendant and splendid,joy,joy,", fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel transcendant and splendid

Label:
Step 1: Analyze the keywords in the input text. Keywords here are ""transcendant"" and ""splendid.""

Step 2: Match the keywords with the candidate labels. ""Transcendant"" and ""splendid"" suggest a positive emotional state.

Step 3: Evaluate which candidate label best fits the overall sentiment of the input text. The sentiment expressed is positive and uplifting.

Final Label: joy",72,158,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i finally arrived home a couple of hours later feeling somewhat exhausted dehydrated and even sun burnt,sadness,sadness,"of hours later feeling somewhat exhausted dehydrated and even sun burnt

Label:
sadness",85,145,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i am feeling totally relaxed and comfy,joy,joy,", surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling totally relaxed and comfy

Label:
Step 1: Analyze the keywords in the input text. Keywords here include ""feeling,"" ""relaxed,"" and ""comfy.""

Step 2: Match the keywords with the candidate labels. The keywords ""relaxed"" and ""comfy"" suggest a state of comfort and ease.

Step 3: Evaluate which candidate label best fits the overall sentiment of the input text. The sentiment expressed is positive, as the person is feeling relaxed and comfortable.

Final Label: joy",73,157,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i want each of you to feel my gentle embrace,love,love,"step internally.
Output only one final label.

Input text:
i want each of you to feel my gentle embrace

Label:
love",76,154,230,0.25817648556221684,0.5715,0.5715,0.4206760208389277
i feel privileged in my world,joy,joy,"Think step by step internally.
Output only one final label.

Input text:
i feel privileged in my world

Label:
Step 1: Analyze the sentiment of the input text. The text says, ""I feel privileged in my world.""

Step 2: Identify keywords that indicate sentiment. In this case, the keyword ""privileged"" is a positive indicator.

Step 3: Compare the sentiment of the text with the candidate labels. The sentiment of the text is positive.

Step 4: Select the candidate label that best matches the sentiment of the text. In this case, the sentiment is positive, and the label that best matches this sentiment is ""joy.""

Label: joy",72,152,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage,anger,anger,"petty garbage

Label:
anger",92,132,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i realized my mistake and i m really feeling terrible and thinking that i shouldn t do that,sadness,sadness,"feeling terrible and thinking that i shouldn t do that

Label:
sadness",84,140,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i suppose i feel too trusting sometimes,joy,love,"step by step internally.
Output only one final label.

Input text:
i suppose i feel too trusting sometimes

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with ""i suppose i feel,"" which indicates a personal reflection or admission.

2. The phrase ""too trusting sometimes"" suggests a level of trust that the speaker feels is excessive or not always appropriate.

Given this analysis, the text does not convey a strong emotion of sadness, joy, love, anger, fear, or surprise. However, the text does express a level of trust that is not always positive.

Given the candidate labels, the closest label to the sentiment expressed in the text is:

Label: love",73,151,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i came home waiting for the shower read something which made me upset thats why i feel discontent haha,sadness,sadness,"made me upset thats why i feel discontent haha

Label:
To classify the input text, let's analyze the text step by step:

1. The text starts with the person coming home and waiting for a shower. This part doesn't convey a strong emotion.

2. The person reads something that makes them upset. This part clearly indicates a negative emotion.

3. The person then mentions feeling discontent. This reinforces the presence of a negative emotion.

4. The text ends with ""haha,"" which could be interpreted as a light-hearted attempt to mitigate the negative emotion.

Given the analysis above, the text primarily conveys a negative emotion, specifically sadness or discontent.

Label: sadness",85,139,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i woke up feeling crappy tired and fighting this feeling all day maybe it is all the pollen the barometric pressure i dont know i know i was off kilter,sadness,sadness,sadness,98,126,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i feel like i am in paradise kissing those sweet lips make me feel like i dive into a magical world of love,joy,love,"a magical world of love

Label:
love",89,135,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i am feeling so happy,joy,joy,", surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling so happy

Label:
Step 1: Identify the sentiment expressed in the text. The text says ""i am feeling so happy.""

Step 2: Match the sentiment to one of the candidate labels. The sentiment expressed is happiness.

Step 3: Choose the candidate label that best matches the sentiment. In this case, the label that matches the sentiment of happiness is ""joy.""

Label: joy",71,153,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
i am running at an approximate minute pace which i feel is quite acceptable,joy,joy,"i am running at an approximate minute pace which i feel is quite acceptable

Label:
Step 1: Analyze the text for emotional tone.
- The text mentions ""running,"" ""minute pace,"" and ""quite acceptable.""

Step 2: Compare the emotional tone with the candidate labels.
- The text does not convey a strong sense of sadness, joy, love, anger, fear, or surprise.

Step 3: Determine the most fitting label based on the analysis.
- The text seems to convey a sense of satisfaction or contentment with the running pace.

Final Label: joy",80,144,224,0.2577945891262061,0.5715,0.5715,0.4206760208389277
