Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,bleu,chrf
经历2015年票房猛增的“黄金时代”后，2016年整体电影市场进入了冷静期，能否突破去年440.69亿元的总票房成绩都成为一个悬念。,"After experiencing the “golden era” of a soaring box office in 2015, the film market retreated into a cooling-off period in 2016. Whether box office takings could surpass last year’s total of RMB44.069 billion is questionable.","进入了冷静期，能否突破去年440.69亿元的总票房成绩都成为一个悬念。

Translation (English):
After the ""Golden Age"" with a significant box office increase in 2015, the overall film market entered a period of calm in 2016. Whether it could break through the total box office revenue of 440.69 billion yuan achieved last year, had become a suspense.","进入了冷静期，能否突破去年440.69亿元的总票房成绩都成为一个悬念。

Translation (English):
After the ""Golden Age"" with a significant box office increase in 2015, the overall film market entered a period of calm in 2016. Whether it could break through the total box office revenue of 440.69 billion yuan achieved last year, had become a suspense.",87,117,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
从国家统计局公布的数据看，10月，北京新房和二手房价格双双降温，环比仅上涨0.6%和1.1%。,"Data from the National Bureau of Statistics revealed that in October, prices of new and second-hand residential properties cooled, up 0.6% and 1.1% month-on-month, respectively.","公布的数据看，10月，北京新房和二手房价格双双降温，环比仅上涨0.6%和1.1%。

Translation (English):
From the data released by the National Bureau of Statistics, it can be seen that in October, both the new and second-hand housing prices in Beijing have cooled down, with only a 0.6% and 1.1% increase on a month-on-month basis.","公布的数据看，10月，北京新房和二手房价格双双降温，环比仅上涨0.6%和1.1%。

Translation (English):
From the data released by the National Bureau of Statistics, it can be seen that in October, both the new and second-hand housing prices in Beijing have cooled down, with only a 0.6% and 1.1% increase on a month-on-month basis.",78,126,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
现任欧足联首席技术官的卢佩斯库在本次大会上做了一份关于2016年欧锦赛以及上赛季欧冠联赛的技术报告。,"Lupekscu, the current Chief Technology Officer of UEFA, made a technical report on the 2016 UEFA Euro and the last season of European Champions League at the meeting.","足联首席技术官的卢佩斯库在本次大会上做了一份关于2016年欧锦赛以及上赛季欧冠联赛的技术报告。

Translation (English):
Lupescu, currently the Chief Technical Officer of the UEFA, presented a technical report at this conference, which was about the 2016 UEFA European Championship and the last season's UEFA Champions League.","足联首席技术官的卢佩斯库在本次大会上做了一份关于2016年欧锦赛以及上赛季欧冠联赛的技术报告。

Translation (English):
Lupescu, currently the Chief Technical Officer of the UEFA, presented a technical report at this conference, which was about the 2016 UEFA European Championship and the last season's UEFA Champions League.",78,126,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
BBC称北京成最激动人心城市：让老外感觉“生活在新时代”,BBC claims that Beijing has become the most exciting city: making foreigners feel like “living in a new age”,"the input text from Chinese to English.
Think step by step internally.
Output only the final translation.

Input (Chinese):
BBC称北京成最激动人心城市：让老外感觉“生活在新时代”

Translation (English):
BBC calls Beijing the most exciting city: making foreigners feel ""living in a new era.""","the input text from Chinese to English.
Think step by step internally.
Output only the final translation.

Input (Chinese):
BBC称北京成最激动人心城市：让老外感觉“生活在新时代”

Translation (English):
BBC calls Beijing the most exciting city: making foreigners feel ""living in a new era.""",65,139,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
参考消息网1月18日报道英媒称，北京或许有三千年的悠久历史，但它也在迅速变身为今天的现代魅力都市。,Reference News Network reported on January 18 that the British media organization has noticed that Beijing is rapidly transforming into a glamorous modern city in spite of the fact that it is 3000 years old.,"参考消息网1月18日报道英媒称，北京或许有三千年的悠久历史，但它也在迅速变身为今天的现代魅力都市。

Translation (English):
The Reference Message Network reported on January 18 that British media suggested that Beijing may have a long history of three thousand years, but it is also rapidly transforming into the modern, charming metropolis of today.","参考消息网1月18日报道英媒称，北京或许有三千年的悠久历史，但它也在迅速变身为今天的现代魅力都市。

Translation (English):
The Reference Message Network reported on January 18 that British media suggested that Beijing may have a long history of three thousand years, but it is also rapidly transforming into the modern, charming metropolis of today.",77,127,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
这座中国首都拥有速度高得惊人的互联网，有人脸识别软件等尖端技术，在人工智能方面投入了巨资并且拥有无可匹敌的国际化能量，它对富于探索精神的外国人而言是最激动人心的城市之一。,The Chinese capital is interconnected by amazingly high-speed Internet and has implemented cutting-edge technologies such as face recognition. It has invested heavily in artificial intelligence and has an unmatched capacity of internationalization. It is one of the most exciting cities for foreigners who are eager to explore the world.,"的外国人而言是最激动人心的城市之一。

Translation (English):
This Chinese capital boasts an internet with astonishingly high speeds, featuring cutting-edge technologies such as facial recognition software, and has invested heavily in artificial intelligence, possessing unparalleled international power. For foreigners with a spirit of exploration, it is one of the most exciting cities.","的外国人而言是最激动人心的城市之一。

Translation (English):
This Chinese capital boasts an internet with astonishingly high speeds, featuring cutting-edge technologies such as facial recognition software, and has invested heavily in artificial intelligence, possessing unparalleled international power. For foreigners with a spirit of exploration, it is one of the most exciting cities.",97,107,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
据英国广播公司网站1月16日报道，德国侨民克莱门斯·塞希说：“如果我能在那儿成功，我以后在任何地方都能成功。”他引用的是歌手弗兰克·西纳特拉歌颂纽约市的歌词。,"According to a report on the BBC website on January 16, the German expatriate Clemens Sage said: 'If I can succeed there, I can succeed anywhere.' He quoted a song written by singer Frank Sinatra to praise New York City.","西纳特拉歌颂纽约市的歌词。

Translation (English):
According to a report on the BBC website on January 16, German expatriate Clemens Sehic said, ""If I can succeed there, I can succeed anywhere in the future."" He quoted the lyrics of Frank Sinatra's song praising New York City.","西纳特拉歌颂纽约市的歌词。

Translation (English):
According to a report on the BBC website on January 16, German expatriate Clemens Sehic said, ""If I can succeed there, I can succeed anywhere in the future."" He quoted the lyrics of Frank Sinatra's song praising New York City.",97,107,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
在《旅行者档案》杂志担任创意总监的塞希说：“如果西纳特拉活到今天，他很可能会歌唱北京这样的城市。”他说，生活在这座城市会让你感觉“生活在新时代”，总是能跟上潮流。,"Sage, who served as Creative Director of Traveler Archives, said: ""If Sinatra lives today, he is likely to sing a song for Beijing."" He said that living in this city will make you feel like “living in a new age”, which means that you can always keep up with the trends.","会让你感觉“生活在新时代”，总是能跟上潮流。

Translation (English):
In the magazine ""Traveler's Archive,"" Sechi, who serves as the creative director, said: ""If Sinatra had lived to this day, he would very likely sing about cities like Beijing."" He added that living in this city would make you feel ""living in a new era,"" always able to keep up with the trends.","会让你感觉“生活在新时代”，总是能跟上潮流。

Translation (English):
In the magazine ""Traveler's Archive,"" Sechi, who serves as the creative director, said: ""If Sinatra had lived to this day, he would very likely sing about cities like Beijing."" He added that living in this city would make you feel ""living in a new era,"" always able to keep up with the trends.",95,109,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
老家位于英格兰、但最近生活在北京的西蒙·诺顿在个人博客网站4Corners7Seas上发表文章说：“人们总体上有一种处于某种宏大事物中心的感觉，这种感觉很难说清楚，但它让许多外国人长久留在那里。他们想看看它会变成什么样，并且希望亲眼见证。”,"Simon Norton, who originates from England had been living in Beijing in recent years, published an article on personal blog site 4Corners7Seas saying: “People generally have a feeling of being at the center of something grand. Although this feeling is hard to describe clearly, it is the reason why so many foreigners stay there for a long time. They want to see what it will become and hope to witness it. ”","Simon Norton, who lives in Beijing but hails from England, wrote an article on his personal blog site 4Corners7Seas. He said, ""People generally have a sense of being at the center of some grand thing, a feeling that is hard to put into words, but it is what keeps many foreigners there for a long time. They want to see what it will become, and they hope to witness it with their own eyes.""","Simon Norton, who lives in Beijing but hails from England, wrote an article on his personal blog site 4Corners7Seas. He said, ""People generally have a sense of being at the center of some grand thing, a feeling that is hard to put into words, but it is what keeps many foreigners there for a long time. They want to see what it will become, and they hope to witness it with their own eyes.""",111,93,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
报道称，这座城市优质高速的互联网和对技术友好的环境使日常生活比以往任何时候都更容易。,"According to reports, the city's high-quality, high-speed Internet and technology-friendly environment make everyday life easier than ever before.","English.
Think step by step internally.
Output only the final translation.

Input (Chinese):
报道称，这座城市优质高速的互联网和对技术友好的环境使日常生活比以往任何时候都更容易。

Translation (English):
The report states that this city's high-quality, fast internet, and a technology-friendly environment make daily life easier than ever before.","English.
Think step by step internally.
Output only the final translation.

Input (Chinese):
报道称，这座城市优质高速的互联网和对技术友好的环境使日常生活比以往任何时候都更容易。

Translation (English):
The report states that this city's high-quality, fast internet, and a technology-friendly environment make daily life easier than ever before.",68,136,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
来自马尼拉、目前在“北京儿童”网站担任副总编的安迪·佩尼亚富埃尔特说：“北京正在迅速转变为一个无现金社会，互联网把传统钱包的功能整合到智能手机上，使每个人都能更容易地进行许多交易。”,"Andy Peñafuerte, who originates from Manila and is currently the deputy editor-in-chief of the website Beijing Children, said: ""Beijing is rapidly transforming into a cashless society. The Internet integrates the functions of traditional wallets into smart phones, making it easier for everyone to conduct various transactions.""","都能更容易地进行许多交易。”

Translation (English):
Andy Penafuerte, who comes from Manila and is currently serving as the Deputy Editor-in-Chief of the ""Beijing Children"" website, said: ""Beijing is rapidly transforming into a cashless society. The internet integrates the functions of traditional wallets into smartphones, making it easier for everyone to conduct many transactions.""","都能更容易地进行许多交易。”

Translation (English):
Andy Penafuerte, who comes from Manila and is currently serving as the Deputy Editor-in-Chief of the ""Beijing Children"" website, said: ""Beijing is rapidly transforming into a cashless society. The internet integrates the functions of traditional wallets into smartphones, making it easier for everyone to conduct many transactions.""",100,104,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
报道表示，但智能手机只是北京技术雄心的开始，面部识别软件已经十分普及，许多手机应用都使用这种技术来进行银行转账和支付、让人们进入公寓和办公室，甚至用它来核实网约车司机的身份。,"According to reports, smart phones are just the beginning of Beijing's technical ambitions. Face recognition technology is being widely used across the city. Many mobile phone applications use this technology to facilitate bank transfers and payments, grant people access apartments and offices, and even use it to verify identity of the drivers providing car-hailing service.","甚至用它来核实网约车司机的身份。

Translation (English):
The report indicates that while smartphones are just the beginning of Beijing's technological ambitions, facial recognition software has already become very widespread. Many mobile applications use this technology for bank transfers and payments, allowing people to enter apartments and offices, and even using it to verify the identity of ride-sharing drivers.","甚至用它来核实网约车司机的身份。

Translation (English):
The report indicates that while smartphones are just the beginning of Beijing's technological ambitions, facial recognition software has already become very widespread. Many mobile applications use this technology for bank transfers and payments, allowing people to enter apartments and offices, and even using it to verify the identity of ride-sharing drivers.",96,108,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
北京最近还宣布计划斥资138亿元人民币修建一个人工智能科技园，建成后将有逾400家企业在那里落户，它们将专注于开发从生物测定到自动驾驶汽车的各种人工智能技术。,"Beijing recently announced plans to invest 13.8 billion yuan in the construction of an artificial intelligence technology park. When it is completed, more than 400 companies will settle there. They will focus on the development of artificial intelligence technologies ranging from biometrics to self-driving cars.","家企业在那里落户，它们将专注于开发从生物测定到自动驾驶汽车的各种人工智能技术。

Translation (English):
Beijing recently also announced a plan to invest 138 billion yuan in the construction of an artificial intelligence technology park. After its completion, over 400 enterprises will settle there, focusing on the development of various artificial intelligence technologies, ranging from biometrics to autonomous vehicles.","家企业在那里落户，它们将专注于开发从生物测定到自动驾驶汽车的各种人工智能技术。

Translation (English):
Beijing recently also announced a plan to invest 138 billion yuan in the construction of an artificial intelligence technology park. After its completion, over 400 enterprises will settle there, focusing on the development of various artificial intelligence technologies, ranging from biometrics to autonomous vehicles.",87,117,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
食品也是中国历年诸多重大节日的核心，参加这些庆祝活动受到外国人的推崇，春节是最重要的社会和经济节日，也是外国人最容易参与的节日之一。,"Food plays a central role in China’s many major traditional festivals. Foreigners are enthusiastic about these festivals. The Spring Festival is the most important festival in both social and economic sense, and it is also one of the most enjoyable festivals for foreigners.","核心，参加这些庆祝活动受到外国人的推崇，春节是最重要的社会和经济节日，也是外国人最容易参与的节日之一。

Translation (English):
Food is also at the core of many major traditional Chinese festivals throughout the years. Participating in these celebrations is highly admired by foreigners. The Spring Festival is the most important social and economic festival, and it is also one of the easiest festivals for foreigners to participate in.","核心，参加这些庆祝活动受到外国人的推崇，春节是最重要的社会和经济节日，也是外国人最容易参与的节日之一。

Translation (English):
Food is also at the core of many major traditional Chinese festivals throughout the years. Participating in these celebrations is highly admired by foreigners. The Spring Festival is the most important social and economic festival, and it is also one of the easiest festivals for foreigners to participate in.",81,123,204,0.19380082699899503,0.18389346504745366,0.18389346504745366,0.5502847279042081
