Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,rouge1,rouge2,rougeL,sv_initial_raw,sv_verified_raw
"australian foreign minister alexander downer called wednesday for the reform of the un security council and expressed support for brazil , india , japan and an african country to join the council .",australia backs brazil others for un security council,"nation.

Final summary:
assistant
<think>

</think>

Australian Foreign Minister Alexander Downer called for UN Security Council reform and supported the inclusion of Brazil, India, Japan, and an African nation.","nation.

Final summary:
assistant
<think>

</think>

Australian Foreign Minister Alexander Downer called for UN Security Council reform and supported the inclusion of Brazil, India, Japan, and an African nation.",239,118,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,".

Summary:
assistant
<think>

</think>

Australian Foreign Minister Alexander Downer called for UN Security Council reform and supported the inclusion of Brazil, India, Japan, and an African nation.","nation.

Final summary:
assistant
<think>

</think>

Australian Foreign Minister Alexander Downer called for UN Security Council reform and supported the inclusion of Brazil, India, Japan, and an African nation."
"two egyptian border guards were killed wednesday in clashes with palestinian militants near the rafah crossing on the border with gaza , a medical source said .",two egyptian guards killed on border with gaza,"with Palestinian militants near the Rafah crossing on Wednesday.

Final summary:
assistant
<think>

</think>

Two Egyptian border guards were killed Wednesday in clashes with Palestinian militants near the Rafah crossing.","with Palestinian militants near the Rafah crossing on Wednesday.

Final summary:
assistant
<think>

</think>

Two Egyptian border guards were killed Wednesday in clashes with Palestinian militants near the Rafah crossing.",225,132,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,", a medical source said .

Summary:
assistant
<think>

</think>

Two Egyptian border guards were killed in clashes with Palestinian militants near the Rafah crossing on Wednesday.","with Palestinian militants near the Rafah crossing on Wednesday.

Final summary:
assistant
<think>

</think>

Two Egyptian border guards were killed Wednesday in clashes with Palestinian militants near the Rafah crossing."
"stephen harper and his conservative party pulled ahead of prime minister paul martin 's liberals wednesday , weeks before canada 's federal election on january ## , according to the latest poll .",conservatives gain momentum ahead of ruling liberals,"election.

Final summary:
assistant
<think>

</think>

A recent poll shows Stephen Harper's Conservative Party leading Prime Minister Paul Martin's Liberals ahead of Canada's federal election.","election.

Final summary:
assistant
<think>

</think>

A recent poll shows Stephen Harper's Conservative Party leading Prime Minister Paul Martin's Liberals ahead of Canada's federal election.",240,117,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"Summary:
assistant
<think>

</think>

A recent poll indicates that Stephen Harper's Conservative Party has taken the lead over Prime Minister Paul Martin's Liberals ahead of Canada's upcoming federal election.","election.

Final summary:
assistant
<think>

</think>

A recent poll shows Stephen Harper's Conservative Party leading Prime Minister Paul Martin's Liberals ahead of Canada's federal election."
dutch bank abn amro was hit wednesday with its second us fine in two months after settling a government probe into its mortgage lending in the industrial state of michigan .,abn amro hit with second us fine,"Final summary:
assistant
<think>

</think>

ABN AMRO, a Dutch bank, received its second US fine in two months after settling a government investigation into its mortgage lending practices in Michigan.","Final summary:
assistant
<think>

</think>

ABN AMRO, a Dutch bank, received its second US fine in two months after settling a government investigation into its mortgage lending practices in Michigan.",240,117,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"michigan .

Summary:
assistant
<think>

</think>

ABN AMRO, a Dutch bank, received its second US fine in two months after settling a government investigation into its mortgage lending practices in Michigan.","Final summary:
assistant
<think>

</think>

ABN AMRO, a Dutch bank, received its second US fine in two months after settling a government investigation into its mortgage lending practices in Michigan."
"the buffalo bills sacked tom donahoe as president and general manager on wednesday , fulfilling expectations of a shake-up after another failure to make the national football league playoffs .",nfl 's bills shake up front office,"Tom Donahoe on Wednesday following another playoff miss.

Final summary:
assistant
<think>

</think>

The Buffalo Bills fired president and general manager Tom Donahoe on Wednesday following another playoff miss.","Tom Donahoe on Wednesday following another playoff miss.

Final summary:
assistant
<think>

</think>

The Buffalo Bills fired president and general manager Tom Donahoe on Wednesday following another playoff miss.",226,131,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"national football league playoffs .

Summary:
assistant
<think>

</think>

The Buffalo Bills fired president and general manager Tom Donahoe on Wednesday following another playoff miss.","Tom Donahoe on Wednesday following another playoff miss.

Final summary:
assistant
<think>

</think>

The Buffalo Bills fired president and general manager Tom Donahoe on Wednesday following another playoff miss."
tottenham sealed a miserable festive period for a toothless manchester city here wednesday with a #-# win thanks to goals from their confident striking duo of ahmed mido and robbie keane .,spurs compound manchester city woes,":
assistant
<think>

</think>

Tottenham defeated a struggling Manchester City 2-0 on Wednesday with goals from Ahmed Mido and Robbie Keane, marking a dismal festive period for the visitors.",":
assistant
<think>

</think>

Tottenham defeated a struggling Manchester City 2-0 on Wednesday with goals from Ahmed Mido and Robbie Keane, marking a dismal festive period for the visitors.",247,110,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,":
assistant
<think>

</think>

Tottenham defeated a struggling Manchester City 2-0 on Wednesday with goals from Ahmed Mido and Robbie Keane, marking a dismal festive period for the visitors.",":
assistant
<think>

</think>

Tottenham defeated a struggling Manchester City 2-0 on Wednesday with goals from Ahmed Mido and Robbie Keane, marking a dismal festive period for the visitors."
"the dollar fell to a two-month low against the euro wednesday on expectations that us interest rates will soon stop going up , depriving the greenback of its biggest investment appeal .",us rate outlook sends dollar to two-month low against euro,"summary:
assistant
<think>

</think>

The dollar fell to a two-month low against the euro on Wednesday, as expectations that U.S. interest rate hikes are ending reduced the currency's investment appeal.","summary:
assistant
<think>

</think>

The dollar fell to a two-month low against the euro on Wednesday, as expectations that U.S. interest rate hikes are ending reduced the currency's investment appeal.",241,116,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"investment appeal .

Summary:
assistant
<think>

</think>

The dollar dropped to a two-month low against the euro on Wednesday, as expectations that U.S. interest rate hikes are ending reduced the currency's investment appeal.","summary:
assistant
<think>

</think>

The dollar fell to a two-month low against the euro on Wednesday, as expectations that U.S. interest rate hikes are ending reduced the currency's investment appeal."
"two top us movie groups picked their #### awards nominees wednesday , with gay drama `` brokeback mountain , '' george clooney 's `` good night and good '' luck and `` crash '' taking early leads in the oscars race .",top us movie groups pick awards nominees as oscars loom,"Two top US film groups announced their award nominees on Wednesday, with ""Brokeback Mountain,"" George Clooney's ""Good Night, and Good Luck,"" and ""Crash"" leading the early Oscar race.","Two top US film groups announced their award nominees on Wednesday, with ""Brokeback Mountain,"" George Clooney's ""Good Night, and Good Luck,"" and ""Crash"" leading the early Oscar race.",264,93,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

Two major US film groups announced their award nominees on Wednesday, with ""Brokeback Mountain,"" George Clooney's ""Good Night, and Good Luck,"" and ""Crash"" leading the early Oscar race.","Two top US film groups announced their award nominees on Wednesday, with ""Brokeback Mountain,"" George Clooney's ""Good Night, and Good Luck,"" and ""Crash"" leading the early Oscar race."
"right fielder jeromy burnitz inked a one-year , #.# million-dollar contract with the pittsburgh pirates on wednesday , a week after he was reported as close to a deal with baltimore .",pirates ink outfielder burnitz to one-year deal,"Final summary:
assistant
<think>

</think>

Jeromy Burnitz signed a one-year, $1.5 million contract with the Pittsburgh Pirates on Wednesday, after previously being linked to a deal with Baltimore.","Final summary:
assistant
<think>

</think>

Jeromy Burnitz signed a one-year, $1.5 million contract with the Pittsburgh Pirates on Wednesday, after previously being linked to a deal with Baltimore.",245,112,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

Jeromy Burnitz signed a one-year, $1.5 million contract with the Pittsburgh Pirates on Wednesday, following reports of a potential deal with Baltimore.","Final summary:
assistant
<think>

</think>

Jeromy Burnitz signed a one-year, $1.5 million contract with the Pittsburgh Pirates on Wednesday, after previously being linked to a deal with Baltimore."
us president george w. bush said late wednesday that he and the first lady shared `` the concerns of the israeli people about prime minister ariel sharon 's health '' and were praying for his recovery .,bush says he shares israelis concern over sharon,"for his recovery.

Final summary:
assistant
<think>

</think>

President George W. Bush and the First Lady expressed concern for Israeli Prime Minister Ariel Sharon's health and prayed for his recovery.","for his recovery.

Final summary:
assistant
<think>

</think>

President George W. Bush and the First Lady expressed concern for Israeli Prime Minister Ariel Sharon's health and prayed for his recovery.",243,114,357,1.6644559649357689,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"assistant
<think>

</think>

President George W. Bush and the First Lady expressed concern for Israeli Prime Minister Ariel Sharon's health and prayed for his recovery.","for his recovery.

Final summary:
assistant
<think>

</think>

President George W. Bush and the First Lady expressed concern for Israeli Prime Minister Ariel Sharon's health and prayed for his recovery."
"the prime minister of burkina faso , UNK ernest yonli , has handed in his resignation to president blaise compaore , the president 's office announced wednesday .",burkina faso 's prime minister resigns,"assistant
<think>

</think>

Burkina Faso Prime Minister Ernest Yonli has resigned to President Blaise Compaore.","assistant
<think>

</think>

Burkina Faso Prime Minister Ernest Yonli has resigned to President Blaise Compaore.",222,82,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,Burkina Faso Prime Minister Ernest Yonli has resigned to President Blaise Compaore.,"assistant
<think>

</think>

Burkina Faso Prime Minister Ernest Yonli has resigned to President Blaise Compaore."
"a top hollywood event promoter is seeking a court order to stop socialite and hotel heiress paris hilton from allegedly harassing him and threatening his life , court documents showed wednesday .",man seeks stay-away order against paris hilton,"assistant
<think>

</think>

A Hollywood event promoter is seeking a court order to stop Paris Hilton from allegedly harassing him and threatening his life.","assistant
<think>

</think>

A Hollywood event promoter is seeking a court order to stop Paris Hilton from allegedly harassing him and threatening his life.",223,81,304,1.298281745686836,0.24832374458562903,0.24832374458562903,0.08730225311033508,0.22545434780015255,"</think>

A top Hollywood event promoter is seeking a court order to stop Paris Hilton from allegedly harassing him and threatening his life.","assistant
<think>

</think>

A Hollywood event promoter is seeking a court order to stop Paris Hilton from allegedly harassing him and threatening his life."
