Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,accuracy,macro_f1,sv_initial_raw,sv_verified_raw
i still feel stupid to be in that class this is all cause off pbss fault,sadness,anger,"</think>

anger",213,31,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"is all cause off pbss fault

Label:
assistant
<think>

</think>

anger","</think>

anger"
i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling,surprise,surprise,"</think>

surprise",220,24,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"Label:
assistant
<think>

</think>

surprise","</think>

surprise"
i admit im feeling a little bit unloved at this point,sadness,sadness,sadness,210,34,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"im feeling a little bit unloved at this point

Label:
assistant
<think>

</think>

sadness",sadness
i feel a bit stressed even though all the things i have going on are fun,anger,sadness,sadness,213,31,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"the things i have going on are fun

Label:
assistant
<think>

</think>

fear",sadness
im feeling pretty anxious,fear,fear,fear,201,43,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"by step internally.
Output only one final label.

Input text:
im feeling pretty anxious

Label:
assistant
<think>

</think>

fear",fear
i feel shocked and sad at the fact that there are so many sick people,surprise,sadness,sadness,212,32,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"the fact that there are so many sick people

Label:
assistant
<think>

</think>

sadness",sadness
i think they have always been proponents of the idea and it is just slightly possible that his feelings for a particularly charming new england girl have brought him around to their way of thinking,joy,sadness,sadness,234,10,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,joy,sadness
i feel like a naughty school girl because i am falling behind,love,sadness,sadness,209,35,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"i feel like a naughty school girl because i am falling behind

Label:
assistant
<think>

</think>

sadness",sadness
i am right handed however i play billiards left handed naturally so me trying to play right handed feels weird,surprise,surprise,surprise,219,25,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"handed feels weird

Label:
assistant
<think>

</think>

surprise",surprise
i can feel that they are kind friendly and can understand my feelings,joy,joy,"</think>

joy",209,35,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"feel that they are kind friendly and can understand my feelings

Label:
assistant
<think>

</think>

joy","</think>

joy"
i were to go overseas or cross the border then i become a foreigner and will feel that way but never in my beloved land,love,love,"</think>

love",222,22,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,":
assistant
<think>

</think>

love","</think>

love"
i feel disgusted in any man in power who talks about electricity being a problem in his area and says even my own house has similar problems,anger,anger,"</think>

anger",222,22,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"assistant
<think>

</think>

anger","</think>

anger"
i feel transcendant and splendid,joy,joy,"</think>

joy",201,43,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"Output only one final label.

Input text:
i feel transcendant and splendid

Label:
assistant
<think>

</think>

joy","</think>

joy"
i finally arrived home a couple of hours later feeling somewhat exhausted dehydrated and even sun burnt,sadness,sadness,sadness,216,28,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"ated and even sun burnt

Label:
assistant
<think>

</think>

sadness",sadness
i am feeling totally relaxed and comfy,joy,joy,"</think>

joy",203,41,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"only one final label.

Input text:
i am feeling totally relaxed and comfy

Label:
assistant
<think>

</think>

joy","</think>

joy"
i want each of you to feel my gentle embrace,love,love,"</think>

love",206,38,244,0.24353098619030789,0.5785,0.5785,0.4193514734763129,"Input text:
i want each of you to feel my gentle embrace

Label:
assistant
<think>

</think>

love","</think>

love"
i feel privileged in my world,joy,joy,"</think>

joy",198,39,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"final label.

Input text:
i feel privileged in my world

Label:
assistant
<think>

</think>

joy","</think>

joy"
i am not a people person but for some fuckin reason people feel that they can come bore me with their fuckin petty garbage,anger,anger,anger,220,17,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"assistant
<think>

</think>

anger",anger
i realized my mistake and i m really feeling terrible and thinking that i shouldn t do that,sadness,sadness,"</think>

sadness",211,26,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"do that

Label:
assistant
<think>

</think>

sadness","</think>

sadness"
i suppose i feel too trusting sometimes,joy,sadness,"</think>

sadness",200,37,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,".

Input text:
i suppose i feel too trusting sometimes

Label:
assistant
<think>

</think>

sadness","</think>

sadness"
i came home waiting for the shower read something which made me upset thats why i feel discontent haha,sadness,sadness,sadness,213,24,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"haha

Label:
assistant
<think>

</think>

sadness",sadness
i woke up feeling crappy tired and fighting this feeling all day maybe it is all the pollen the barometric pressure i dont know i know i was off kilter,sadness,sadness,sadness,227,10,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,sadness,sadness
i feel like i am in paradise kissing those sweet lips make me feel like i dive into a magical world of love,joy,love,"<think>

</think>

love",214,23,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"assistant
<think>

</think>

love","<think>

</think>

love"
i am feeling so happy,joy,joy,"</think>

joy",197,40,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"only one final label.

Input text:
i am feeling so happy

Label:
assistant
<think>

</think>

joy","</think>

joy"
i am running at an approximate minute pace which i feel is quite acceptable,joy,joy,"</think>

joy",206,31,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"which i feel is quite acceptable

Label:
assistant
<think>

</think>

joy","</think>

joy"
i feel so disappointed when my ex girlfriend doesn t call me back,sadness,sadness,"</think>

sadness",206,31,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"ex girlfriend doesn t call me back

Label:
assistant
<think>

</think>

sadness","</think>

sadness"
i have a feeling that people are using it more than they need to and enjoying the feeling as it flies carefree off the tongue but that is alright with me,joy,surprise,surprise,226,11,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,joy,surprise
i am feeling uncertain of the merits of posting to this blog with the frequency or earnestness i had been over the previous year,fear,sadness,sadness,219,18,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"assistant
<think>

</think>

fear",sadness
i just plain feel envious of the self confidence they had,anger,anger,"</think>

anger",204,33,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"envious of the self confidence they had

Label:
assistant
<think>

</think>

anger","</think>

anger"
i was feeling weird the other day and it went away about minutes after i took my metformin,fear,surprise,"</think>

surprise",212,25,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"Label:
assistant
<think>

</think>

surprise","</think>

surprise"
when a friend dropped a frog down my neck,anger,surprise,"</think>

surprise",202,35,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,":
when a friend dropped a frog down my neck

Label:
assistant
<think>

</think>

surprise","</think>

surprise"
im feeling angry at someone i do something thoughtful for her and my feelings toward her soften,anger,anger,"</think>

anger",210,27,237,0.23093606843758607,0.5785,0.5785,0.4193514734763129,"toward her soften

Label:
assistant
<think>

</think>

anger","</think>

anger"
i love neglecting this blog but sometimes i feel for my faithful readers,love,love,"</think>

love",214,38,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"i love neglecting this blog but sometimes i feel for my faithful readers

Label:
assistant
<think>

</think>

love","</think>

love"
i lay in bed feeling as though i were awaiting an unwelcome visitor nevertheless i told myself i was strong and thought of good things until i felt better,sadness,sadness,sadness,231,21,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,":
assistant
<think>

</think>

sadness",sadness
i feel my heart is tortured by what i have done,anger,sadness,sadness,212,40,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,".

Input text:
i feel my heart is tortured by what i have done

Label:
assistant
<think>

</think>

sadness",sadness
i was still feeling weepy and strung out so maggie treated me to ice cream and a movie a href http www,sadness,joy,"</think>

joy",225,27,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"href http www

Label:
assistant
<think>

</think>

joy","</think>

joy"
i feel needy but comfortable with it i feel vulnerable but secure i feel the urge to cum hard but i get no relief,sadness,sadness,sadness,225,27,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"i get no relief

Label:
assistant
<think>

</think>

sadness",sadness
i journaled about my tendency to sometimes overcommit myself which can make me feel exhausted and overwhelmed,sadness,sadness,sadness,221,31,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"which can make me feel exhausted and overwhelmed

Label:
assistant
<think>

</think>

sadness",sadness
i started out feeling discouraged this morning,sadness,sadness,sadness,209,43,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"internally.
Output only one final label.

Input text:
i started out feeling discouraged this morning

Label:
assistant
<think>

</think>

sadness",sadness
i feel agitated with myself that i did not foresee her frustrations earlier leading to the ending of our relationship,fear,sadness,sadness,222,30,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"leading to the ending of our relationship

Label:
assistant
<think>

</think>

sadness",sadness
i grab it from the air its smooth frame feels cold to the touch,anger,surprise,surprise,215,37,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"i grab it from the air its smooth frame feels cold to the touch

Label:
assistant
<think>

</think>

surprise",surprise
i was angry at my boyfriend who had promised to come to see me but did not because he spent the evening with his pals,anger,anger,"</think>

anger",225,27,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"with his pals

Label:
assistant
<think>

</think>

anger","</think>

anger"
i hate that i m sitting here at the hostel writing this and feeling so perfectly fine and than i get home and it s me and my problems and a wall,joy,anger,"</think>

anger",232,20,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"assistant
<think>

</think>

anger","</think>

anger"
i do exercise i feel energetic and i am able to perform my other tasks in a very good manner,joy,joy,"</think>

joy",220,32,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"my other tasks in a very good manner

Label:
assistant
<think>

</think>

joy","</think>

joy"
i looked at mabel this morning i named my left breast mabel my right one is hazel and i feel this weird mixture of anger and loss valerie wrote less than a month after her diagnosis,fear,sadness,sadness,242,10,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,anger,sadness
im feeling pretty disheartened by the whole thing,sadness,sadness,sadness,211,41,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"final label.

Input text:
im feeling pretty disheartened by the whole thing

Label:
assistant
<think>

</think>

sadness",sadness
i feel that an input from me will be valued as being less potent than say that of irfan pathan,joy,sadness,sadness,223,29,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"that of irfan pathan

Label:
assistant
<think>

</think>

sadness",sadness
i feel is he generous,love,anger,"</think>

anger",205,47,252,0.21547369043400977,0.5785,0.5785,0.4193514734763129,"Think step by step internally.
Output only one final label.

Input text:
i feel is he generous

Label:
assistant
<think>

</think>

anger","</think>

anger"
i even feel a little shaky,fear,fear,fear,227,65,292,0.2250303153123241,0.5785,0.5785,0.4193514734763129,"labels.
Candidate labels: sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i even feel a little shaky

Label:
assistant
<think>

</think>

fear",fear
i am feeling better though i dont sound it,joy,sadness,sadness,231,61,292,0.2250303153123241,0.5785,0.5785,0.4193514734763129,"sadness, joy, love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i am feeling better though i dont sound it

Label:
assistant
<think>

</think>

sadness",sadness
i always feel troubled when we re on the road touring living in a van or more recently in the circus buses no place to hang my hat as the song lyric has it,sadness,sadness,sadness,256,36,292,0.2250303153123241,0.5785,0.5785,0.4193514734763129,"circus buses no place to hang my hat as the song lyric has it

Label:
assistant
<think>

</think>

sadness",sadness
i feel our world then was a much more innocent place,joy,sadness,sadness,232,60,292,0.2250303153123241,0.5785,0.5785,0.4193514734763129,"love, anger, fear, surprise
Think step by step internally.
Output only one final label.

Input text:
i feel our world then was a much more innocent place

Label:
assistant
<think>

</think>

sadness",sadness
