Text,truth,pre,pred_raw,input_tokens,output_tokens,total_tokens,runtime,acc,bleu,chrf,sv_initial_raw,sv_verified_raw
"Sanders died under questionable circumstances earlier this year after he ran out of gas while traveling through the state, and was taken into custody by Missouri police without being accused of a crime.",今年早些时候，桑德斯在可疑情况下死亡。他在密苏里州旅行时燃油耗尽，被密苏里州警方在无指控犯罪的情况下拘留。,"而行驶途中遇到问题，遭密苏里州警察拘留，未被指控犯下任何罪行。

Final translation (Chinese):assistant

桑德斯（Sanders）今年早些时候因车辆用完汽油而行驶途中遇到问题，遭密苏里州警察拘留，但未被指控犯下任何罪行。","而行驶途中遇到问题，遭密苏里州警察拘留，未被指控犯下任何罪行。

Final translation (Chinese):assistant

桑德斯（Sanders）今年早些时候因车辆用完汽油而行驶途中遇到问题，遭密苏里州警察拘留，但未被指控犯下任何罪行。",301,241,542,0.28885473850459675,0.03120856614106708,0.03120856614106708,0.16051807025009177,"ran out of gas while traveling through the state, and was taken into custody by Missouri police without being accused of a crime.

Translation (Chinese):assistant

桑德斯（Sanders）在今年早些时候因车辆用完汽油而行驶途中遇到问题，遭密苏里州警察拘留，未被指控犯下任何罪行。","而行驶途中遇到问题，遭密苏里州警察拘留，未被指控犯下任何罪行。

Final translation (Chinese):assistant

桑德斯（Sanders）今年早些时候因车辆用完汽油而行驶途中遇到问题，遭密苏里州警察拘留，但未被指控犯下任何罪行。"
The advisory also points to a recent report by the Missouri Attorney General's Office showing that black drivers in the state were 75 percent more likely to be pulled over than whites.,咨询中还指出，密苏里州总检察长办公室最近的一份报告显示，“与白人相比，该州的黑人司机被停车盘查的可能性要高出 75%”。,"，黑人司機在該州比白人司機更容易被拦下，比例高達75%。

Final translation (Chinese):assistant

該報告還指出，密蘇里州檢察總長辦公室最近的一份報告顯示，黑人司機在該州比白人司機更容易被拦下，比例高達75%。","，黑人司機在該州比白人司機更容易被拦下，比例高達75%。

Final translation (Chinese):assistant

該報告還指出，密蘇里州檢察總長辦公室最近的一份報告顯示，黑人司機在該州比白人司機更容易被拦下，比例高達75%。",304,238,542,0.28885473850459675,0.03120856614106708,0.03120856614106708,0.16051807025009177,"Missouri Attorney General's Office showing that black drivers in the state were 75 percent more likely to be pulled over than whites.

Translation (Chinese):assistant

該報告還指出，密蘇里州檢察總長辦公室最近的一份報告顯示，黑人司機在該州比白人司機更容易被拦下，比例高達75%。","，黑人司機在該州比白人司機更容易被拦下，比例高達75%。

Final translation (Chinese):assistant

該報告還指出，密蘇里州檢察總長辦公室最近的一份報告顯示，黑人司機在該州比白人司機更容易被拦下，比例高達75%。"
"""The advisory is for people to be aware, and warn their families and friends and co-workers of what could happen in Missouri,"" Chapel said.",查培尔说：“该份咨询是为了提高人们的意识，警告他们的家人、朋友和同事在密苏里州可能发生的情况。”,"查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”

Final translation (Chinese):assistant

查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”","查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”

Final translation (Chinese):assistant

查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”",285,257,542,0.28885473850459675,0.03120856614106708,0.03120856614106708,0.16051807025009177,"Input (English):
""The advisory is for people to be aware, and warn their families and friends and co-workers of what could happen in Missouri,"" Chapel said.

Translation (Chinese):assistant

查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”","查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”

Final translation (Chinese):assistant

查普爾說：“該警告是為了讓人們提高警覺，告知家人、朋友和同事在密蘇里州可能發生的情況。”"
"""People need to be ready, whether it's bringing bail money with them, or letting relatives know they are traveling through the state.""",“人们需要做好准备，无论是携带保释金前往密苏里州，还是让亲属知道自己在州内旅行”。,"'s bringing bail money with them, or letting relatives know they are traveling through the state.""

Translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。

Final translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。","'s bringing bail money with them, or letting relatives know they are traveling through the state.""

Translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。

Final translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。",271,271,542,0.28885473850459675,0.03120856614106708,0.03120856614106708,0.16051807025009177,"the final translation.

Input (English):
""People need to be ready, whether it's bringing bail money with them, or letting relatives know they are traveling through the state.""

Translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。","'s bringing bail money with them, or letting relatives know they are traveling through the state.""

Translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。

Final translation (Chinese):assistant

人们需要准备好，无论是带上保释金，还是让亲戚知道他们正在通过该州旅行。"
"Missouri recorded 100 hate crimes in 2015, according to the latest figures from the FBI's hate crime reporting program, ranking the state at 16th in the country in terms of the number of such violations.",根据联邦调查局仇恨犯罪报告计划的最新数据，密苏里州在 2015 年记录了 100 起仇恨罪行；根据罪行量，该州在全国排名第 16 位。,"，該州在全國仇恨犯罪案件數量排名第16位。

Final translation (Chinese):assistant

根據聯邦調查局（FBI）最新的仇恨犯罪報告數據，密蘇里州在2015年錄得100宗仇恨犯罪案件，該州在全國仇恨犯罪案件數量排名第16位。","，該州在全國仇恨犯罪案件數量排名第16位。

Final translation (Chinese):assistant

根據聯邦調查局（FBI）最新的仇恨犯罪報告數據，密蘇里州在2015年錄得100宗仇恨犯罪案件，該州在全國仇恨犯罪案件數量排名第16位。",321,221,542,0.28885473850459675,0.03120856614106708,0.03120856614106708,0.16051807025009177,"16th in the country in terms of the number of such violations.

Translation (Chinese):assistant

根據聯邦調查局（FBI）最新的仇恨犯罪報告數據，密蘇里州在2015年錄得100宗仇恨犯罪案件，該州在全國仇恨犯罪案件數量排名第16位。","，該州在全國仇恨犯罪案件數量排名第16位。

Final translation (Chinese):assistant

根據聯邦調查局（FBI）最新的仇恨犯罪報告數據，密蘇里州在2015年錄得100宗仇恨犯罪案件，該州在全國仇恨犯罪案件數量排名第16位。"
The travel warning is also a response to a new Missouri law that would make it more difficult to sue a business for housing or employment discrimination.,旅行警告也是对密苏里州新法律的回应，该法律将使起诉住房或就业歧视企业变得更加困难。,"项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而难上加难。

Final translation (Chinese):assistant

旅行警告也是对一项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而更加困难。","项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而难上加难。

Final translation (Chinese):assistant

旅行警告也是对一项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而更加困难。",288,254,542,0.28885473850459675,0.03120856614106708,0.03120856614106708,0.16051807025009177,"Input (English):
The travel warning is also a response to a new Missouri law that would make it more difficult to sue a business for housing or employment discrimination.

Translation (Chinese):assistant

旅行警告也是对一项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而难上加难。","项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而难上加难。

Final translation (Chinese):assistant

旅行警告也是对一项新密苏里州法律的回应，这项法律将使起诉一家公司因住房或就业歧视而更加困难。"
"Previously, the American Civil Liberties Union (ACLU) had issued travel advisories for Texas and Arizona after the states passed immigration enforcement laws requiring local law enforcement to detain people on immigration violations which the ACLU said would increase racial profiling.",此前，美国各州通过了移民执法法律，要求当地执法部门拘留移民违规人员，美国公民自由联盟 (ACLU) 表示此举会增加种族诉讼数量，并发布了针对德克萨斯州和亚利桑那州的旅行咨询。,"留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視。

Final translation (Chinese):assistant

之前，美國公民自由聯盟（ACLU）發布了對德克薩斯州和亞利桑那州的旅行警告，兩州通過了要求地方警察局拘留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視的風險。","留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視。

Final translation (Chinese):assistant

之前，美國公民自由聯盟（ACLU）發布了對德克薩斯州和亞利桑那州的旅行警告，兩州通過了要求地方警察局拘留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視的風險。",355,306,661,0.3976043089387531,0.03120856614106708,0.03120856614106708,0.16051807025009177,"ories for Texas and Arizona after the states passed immigration enforcement laws requiring local law enforcement to detain people on immigration violations which the ACLU said would increase racial profiling.

Translation (Chinese):assistant

之前，美國公民自由聯盟（ACLU）發布了對德克薩斯州和亞利桑那州的旅行警告，兩州通過了要求地方警察局拘留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視。","留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視。

Final translation (Chinese):assistant

之前，美國公民自由聯盟（ACLU）發布了對德克薩斯州和亞利桑那州的旅行警告，兩州通過了要求地方警察局拘留因移民違規而被捕的人的移民執法法案，ACLU表示這將會增加種族歧視的風險。"
"Travel warnings are usually issued by the State Department for other countries, but lately, advocacy groups have resorted to the measure in response to certain laws and trends inside the US.",旅行警告通常是由美国政府针对其他国家发布的，但最近，咨询团体采取这一方式以应对美国境内的某些法律和趋势。,", advocacy groups have resorted to the measure in response to certain laws and trends inside the US.

Translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。

Final translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。",", advocacy groups have resorted to the measure in response to certain laws and trends inside the US.

Translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。

Final translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。",310,351,661,0.3976043089387531,0.03120856614106708,0.03120856614106708,0.16051807025009177,"final translation.

Input (English):
Travel warnings are usually issued by the State Department for other countries, but lately, advocacy groups have resorted to the measure in response to certain laws and trends inside the US.

Translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。",", advocacy groups have resorted to the measure in response to certain laws and trends inside the US.

Translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。

Final translation (Chinese):assistant

旅行警告通常由国务院发布给其他国家，但近期，倡导团体则因美国内部的某些法律和趋势而开始采用这一措施。"
"After experiencing the “golden era” of a soaring box office in 2015, the film market retreated into a cooling-off period in 2016. Whether box office takings could surpass last year’s total of RMB44.069 billion is questionable.",经历2015年票房猛增的“黄金时代”后，2016年整体电影市场进入了冷静期，能否突破去年440.69亿元的总票房成绩都成为一个悬念。,"票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超过去年总计44.069亿元的数字，值得怀疑。

Final translation (Chinese):assistant

在经历了2015年的票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超越去年总计44.069亿元的数字，值得怀疑。","票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超过去年总计44.069亿元的数字，值得怀疑。

Final translation (Chinese):assistant

在经历了2015年的票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超越去年总计44.069亿元的数字，值得怀疑。",343,318,661,0.3976043089387531,0.03120856614106708,0.03120856614106708,0.16051807025009177,"2016. Whether box office takings could surpass last year’s total of RMB44.069 billion is questionable.

Translation (Chinese):assistant

在经历了2015年的票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超过去年总计44.069亿元的数字，值得怀疑。","票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超过去年总计44.069亿元的数字，值得怀疑。

Final translation (Chinese):assistant

在经历了2015年的票房大爆发的“黄金时代”之后，2016年电影市场进入了一个冷清的时期。是否票房收入能超越去年总计44.069亿元的数字，值得怀疑。"
"Data from the National Bureau of Statistics revealed that in October, prices of new and second-hand residential properties cooled, up 0.6% and 1.1% month-on-month, respectively.",从国家统计局公布的数据看，10月，北京新房和二手房价格双双降温，环比仅上涨0.6%和1.1%。,"0.6% and 1.1% month-on-month, respectively.

Translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。

Final translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。","0.6% and 1.1% month-on-month, respectively.

Translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。

Final translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。",317,344,661,0.3976043089387531,0.03120856614106708,0.03120856614106708,0.16051807025009177,"National Bureau of Statistics revealed that in October, prices of new and second-hand residential properties cooled, up 0.6% and 1.1% month-on-month, respectively.

Translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。","0.6% and 1.1% month-on-month, respectively.

Translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。

Final translation (Chinese):assistant

国家统计局公布的数据显示，10月份新房和二手房价格有所下降，分别同比上月上涨0.6%和1.1%。"
